기업,기사발행일,기사제목,뉴스기사본문
에이스하이텍,2014.04.25. 오후 4:21,"에이스하이텍, 25억원 규모 유증 결정","[머니투데이 박경담 기자]에이스하이텍은 25일 운영자금 마련을 위해 24억8600만원 규모의 제3자배정 유상증자를 결정했다고 공시했다.

새로 발행되는 주식수는 123만7193만주이며 신주발행가액은 주당 2010원이다.

[딱하나! 머니인사이트 딱TV]['스페셜 걸' 포토][손안의 경제뉴스 머니투데이 모바일웹]

박경담기자 damdam@

<저작권자 ⓒ '돈이 보이는 리얼타임 뉴스' 머니투데이, 무단전재 및 재배포 금지>"
에이스하이텍,2014.02.14. 오전 7:25,"[스몰캡돋보기] 에이스하이텍, 日 바이오업체 인수…주가는 풀썩","전자부품 제조업체 에이스하이텍(071930)이 일본 바이오업체를 인수했다. 지난해 말 양해각서(MOU)를 체결한 데 이어 주식 57만4000주(지분율 100%)를 인수하는 본계약을 체결한 것이다.

에이스하이텍은 12일 장 마감 후 일본 교토바이오파마(Kyoto Biopharma, Inc)의 주주인 도코로 겐스케 대표 등이 보유하고 있는 주식 및 경영권을 150억원에 인수키로 했다고 공시했다. 일본 바이오 업체의 지분 100%와 경영권을 인수, 가칭 교토바이오파마코리아를 설립한다는 계획이다. 매매대금은 100% 출자법인인 교토바이오파마코리아를 통해 향후 지급하게 된다.

에이스하이텍은 이번 경영권 인수 계약으로 교토바이오파마가 보유하고 있는 신약후보물질(WAP-8294A2, WAP-1, aRP/LG710, aRP/LG52)의 소유권과 라이선스도 함께 획득하게 됐다. 반도체·액정표시장치(LCD) 장비 및 장비부품을 제조하던 업체가 단숨에 바이오 사업 기반을 확보하게 된 셈.

교토바이오파마가 보유한 신약후보물질은 슈퍼항생제(WAP8294A2), 생리불순치료제(LG710) 등인 것으로 알려지고 있다. 기존 대표이사인 겐스케 도코로는 3년간 대표이사직을 유지하며 신약후보 물질 개발을 진행하게 된다. 에이스하이텍은 지난 1월 7일 임시주주총회를 통해 겐스케 도코로 대표를 이사로 선임한 바 있다.

하지만 이 같은 호재에도 주가는 급락했다. 공시 다음 날인 13일 10% 넘게 하락한 것. 최근 바이오 업체 인수 기대감에 주가가 올랐는데 계약이 확정되자 단기차익을 노린 매도 물량이 쏟아진 것으로 풀이된다. 이날 거래량은 136만주로, 전날(67만주)의 두 배에 달했다. 에이스하이텍은 12일 본계약 공시 전까지 6일 연속 상승하며 25% 가량 올랐었다.

특히 기관이 발빠르게 매도에 나선 것이 눈에 띈다. 임시주주총회가 있었던 지난 1월 7일 6만7000주를 순매도했고, 본계약 공시가 나온 다음날인 13일에도 1만2000주를 순매도했다.

한 스몰캡 애널리스트는 “호재라고 해도 공시 등을 통해 재료가 노출되면 주가가 하락하는 경우가 더러 있다”며 “단기간 주가가 많이 오른 종목에 투자할 때는 주의할 필요가 있다”고 전했다.

[박원익 기자 wipark@chosun.com]

chosunbiz.com"
에이스하이텍,2014.04.21. 오후 6:28,"에이스하이텍, 종속회사에 30억 규모 금전대여","[아시아경제 박준용 기자]에이스하이텍은 종속회사 교토바이오파마코리아의 타법인 주식 및 경영권 인수의 자금을 지원하기 위해 30억 규모의 금전대여를 결정했다고 21일 공시했다. 대여규모는 자기자본대비 18.18%, 이율은 6.9%다.

박준용 기자 juneyong@asiae.co.kr

<ⓒ세계를 보는 창 경제를 보는 눈, 아시아경제(www.asiae.co.kr) 무단전재 배포금지>"
에이스하이텍,2014.04.17. 오후 5:17,"에이스하이텍, 55억원 규모 유상증자 결정","(서울=연합뉴스) 윤지현 기자 = 에이스하이텍은 17일 자금 조달을 위해 제3자 배정 방식으로 55억원 규모의 유상증자를 결정했다고 공시했다.

새로 발생하는 주식은 액면가 500원의 보통주 274만4천181주다.

yuni@yna.co.kr

▶연합뉴스앱  ▶궁금한배틀Y  ▶화보  ▶포토무비

<저작권자(c) 연합뉴스, 무단 전재-재배포 금지>"
에이스하이텍,2014.04.16. 오후 6:06,"에이스하이텍, 교토바이오파마코리아 종속회사 편입","[이데일리 김도년 기자] 에이스하이텍(071930)은 교토바이오파마코리아를 주요 종속회사로 편입했다고 16일 공시했다.

회사 측은 “지배회사의 자금 대여로 인해 종속회사 자산총액이 증가하면서 주요 종속회사로 편입했다”고 밝혔다.

김도년 (kdn82@edaily.co.kr)


[종합 경제 뉴스 이데일리 모바일 웹][이데일리 TV][이데일리 ON][MP트래블러][마켓포인트]
＜ⓒ종합 경제정보 미디어 이데일리 - 무단전재 & 재배포 금지＞"
에이스하이텍,2014.03.14. 오후 6:05,"에이스하이텍, 작년 영업손 8억..전년比 적자전환","[이데일리 김도년 기자] 에이스하이텍(071930)은 지난해 개별 기준 영업손실이 8억 7547만원으로 전년대비 적자전환했다고 14일 공시했다. 같은 기간 매출액은 164억 363만원으로 10.64% 늘었고 당기순손실은 48억 7787만원으로 적자전환했다.

김도년 (kdn82@edaily.co.kr)


[종합 경제 뉴스 이데일리 모바일 웹][이데일리 TV][이데일리 ON][MP트래블러][마켓포인트]
＜ⓒ종합 경제정보 미디어 이데일리 - 무단전재 & 재배포 금지＞"
에이스하이텍,2014.12.28. 오후 5:15,[증시 캘린더] 12월20일~1월4일 (월~금),"▲29일(월)

△유상증자(기준일 기준)=티이씨앤코 △배당일정(기준일 기준)=동북아14호선박투자회사, 바다로19호선박투자회사 △자본감소(기준일 기준)=윈디소프트 △합병(기준일 기준)=유니온스틸 △회사분할(기준일 기준)=덕산하이메탈 △주식전환(기준일 기준)=현대증권 △한국 12월 제조업 기업경기실사지수 △한국 12월 비제조업 기업경기실사지수 △중국 선행지수

▲30일(화)

△상호변경(기준일 기준)=아이커스메탈 △한국 11월 BoP 베이시스 경상수지 △한국 11월 BoP 베이시스 상품수지 △한국 11월 산업생산 △한국 11월 선행지수 순환변동치 △미국 10월 S&P/케이스쉴러 주택가격지수

▲31일(수)

△기타(기준일 기준)=제이비어뮤즈먼트, 화인파트너스 △유상증자(기준일 기준)=웅진식품 △상호변경(기준일 기준)=한솔제지 △회사분할(기준일 기준)=한솔제지 △매수청구(기준일 기준)=아이에이치큐, 제이비어뮤즈먼트, 화인파트너스, 씨유미디어 △미국 12월 컨퍼런스보드 소비자신뢰지수 △미국 주간 신규 실업수당 청구건수 △한국 12월 소비자물가 △한국 12월 근원 소비자물가

▲1월 1일(목)

△임시총회(기준일 기준)=에이스하이텍 △미국 미결주택판매 △한국 수입 △한국 수출 △한국 무역수지 △중국 국가통계국 제조업 PMI

▲1월 2일(금)

△유상증자(기준일 기준)=악사손해보험 △자본감소(기준일 기준)=아시아퍼시픽9호선박투자회사 △유럽 마르키트 제조업 PMI △미국 ISM 제조업지수 PMI △중국 국가통계국 비제조업 PMI

▲1월 4일(일)

△배당일정(기준일 기준)=아시아퍼시픽9호선박투자회사


※ 저작권자 ⓒ 파이낸셜뉴스. 무단 전재-재배포 금지"
에이스하이텍,2014.12.19. 오전 8:22,오늘의 증시 일정-19일,"[머니투데이 이해인 기자]◇경제지표
-유럽, 10월 경상수지
-일본, 10월 전산업지수
-일본, 10월 경기선행지수 수정치

◇추가·변경상장
-가온미디어(국내CB전환, 62만9496주, 500원)
-가온미디어(국내BW행사, 33만8854주, 500원)
-네오티스(국내BW행사, 9만5830주, 500원)
-대유에이텍(국내BW행사, 19만2802주, 500원)
-라온시큐어(국내BW행사, 7만6804주, 500원)
-보해양조(국내BW행사, 154만3209주, 500원)
-에듀박스(유상증자, 68만7284주, 500원)
-에이스하이텍(국내BW행사, 135만5325주, 500원)
-이트론(국내BW행사, 300만9437주, 200원)

◇상호변경
-아이디엔→보타바이오

◇주주총회
-두산중공업
-로체시스템즈
-바이오랜드
-브리지텍
-슈넬생명과학
-써니전자
-C&S자산관리
-아비코전자
-오리엔트바이오
-엠케이전자
-윌비스
-위즈정보기술
-엔텔스
-인팩
-인터엠
-아이씨디
-좋은사람들
-지에스이
-테크윙
-한일네트웍스

[내 삶을 바꾸는 정치뉴스 'the 300' 바로가기]['스페셜 걸' 포토][손안의 경제뉴스 머니투데이 모바일웹]['취업의 모든 것' 잡드림 ]

이해인기자 hilee@mt.co.kr

<저작권자 ⓒ '돈이 보이는 리얼타임 뉴스' 머니투데이, 무단전재 및 재배포 금지>"
에이스하이텍,2014.12.22. 오전 9:56,"한전, 상승 반전 분위기 탔다? 주식 매입자금 써볼까?","청와대에서 유가하락을 공공요금에 반영하라는 주문이 있은 후 급락했던 한전이 반등을 꾀하고 있다. 현대증권은 한국전력 재무구조 개선에 긍정적, 단기적으로는 정부 정책 기조의 불확실성이 디스카운트 요인으로 작용할 수 있으나, 아직 유가 하락으로 인한 원가 절감 요인이 크게 발생하지 않아 (LNG 가격은 유가에 3개월 후행, 한전 실적에는 3~6개월 후 반영) 요금인하 가능성은 낮다며 투자의견 매수에 목표주가는 59,000원을 제시한 바 있다. 동시에 수급상황을 보면 외국인과 기관이 상이한 반응을 보였다. 최근 한달간 주체별 거래비중을 살펴보면 외국인이 39.06%로 가장 높은 참여율을 보였고, 개인이 34.81%를 보였으며 기관은 26.11%를 나타냈다. 그리고 최근 5일간 거래비중은 개인 비중이 37.64%로 가장 높았고, 외국인이 35.75%로 그 뒤를 이었다. 기관은 26.59%를 나타냈다.

CAP스탁론에서는 연 3.1%의 최저금리로 연계신용대출을 통하여 거래할 수 있다. 또한 증시가 하락하면서 증권사 신용대출 반대매매가 임박한 고객의 경우 해당 주식을 팔지 않고 연 3.1% 저금리로 대환상품을 이용할 수도 있다고 한다.

해당 종목에 대해 한종목 100% 집중투자, ETF 거래가 가능하며, 마이너스 통장식으로 타사보다 좀더 저렴하게 이용할 수 있다.

CAP스탁론은 키움증권, 하나대투증권, 우리투자증권, 유안타증권(구, 동양증권), 대우증권, KB투자증권, 현대증권, 유진투자증권, LIG투자증권, 한국투자증권, 신한투자증권, SK투자증권, NH농협증권 등 국내 메이저 증권사에서 이용할 수 있다.

CAP스탁론의 상품관련 문의사항은 ☎ 1661-4897 로 전화하면 상담원을 통하여 자세히 확인 할 수 있다. 최근에 문의가 많은 종목으로는 디아이디, 피델릭스, 이-글 벳, 현대아이비티, 오픈베이스, 코콤, 에이티세미콘, 스맥, 폴리비전, 디지틀조선, 해성옵틱스, 유원컴텍, 위지트 , 에이스하이텍, 와이즈파워, 홈캐스트, 보성파워텍, 한국전자인증, 엠게임, 파트론 등이 있다.

- 연 3.1% 업계 최저금리

- 최고 3억원, 본인자금의 300%까지

- 한종목 100% 집중투자

- 미수/신용대환대출

- ETF등을 포함한 1500개 종목 거래 가능

※ CAP스탁론 상담센터 : 1661-4897

[한경+ 구독신청] [기사구매] [모바일앱]  ⓒ '성공을 부르는 습관' 한경닷컴, 무단 전재 및 재배포 금지"
에이스하이텍,2014.12.21. 오후 4:31,코스닥社 바이오 신드롬 성과는 장담 못해 주의를,"최근 코스닥 상장사들이 바이오 사업 진출에 잇따라 나서고 있다.

21일 금융투자업계에 따르면 컴퓨터 제조업체인 아이디엔은 지난달 바이오사업 진출을 위한 자금을 마련하기 위해 135억원 규모 3자배정 유상증자를 실시했다.

에이스하이텍 역시 기존 반도체 및 LCD 장비부품 등을 제조업에서 바이오로 시선을 돌렸다. 올해 초 일본 바이오업체인 교토바이오파마(KBP)의 지분100%를 150억원에 인수하며 KBP의 신약후보물질 소유권과 라이선스를 확보한 것.

그러나 기대완 달리 에이스하이텍 주가는 올초와 비교했을 때 급락세를 보이고 있다. 당시 2000원대를 웃돌던 주가는 이날 537원으로 마감하며 낙폭을 거듭했다.

노경철 아이엠투자증권 연구원은 ""현재 바이오가 누구나 뛰어들고 싶어하는 대세다 보니 실제 바이오 사업의 성과가 나오기 전까진 긍정적으로만 볼 순 없을 것""이라고 말했다.

mkchang@fnnews.com 장민권 기자


※ 저작권자 ⓒ 파이낸셜뉴스. 무단 전재-재배포 금지"
에이스하이텍,2014.12.20. 오전 11:33,대외악재에도 코스닥은 제자리걸음,"[머니투데이 김도윤 기자][[주간증시]]

12월 셋째 주(1일~5일) 코스닥시장은 외국인과 기관이 동반 매수에 나섰음에도 제자리걸음을 하는 데 그쳤다.

20일 한국거래소에 따르면 지난 19일 코스닥지수는 전주(12월 12일) 대비 1.84포인트(0.34%) 오른 535.51로 마감했다. 러시아 디폴트 우려 등 대외악재에 영향을 받아 1900을 밑돌 정도로 급락했다 반등한 코스피와 달리 비교적 잠잠한 흐름을 보였다.

이번 한 주 동안 외국인은 763억원 순매수했다. 지난 16일 하루를 제외하고는 한 주 동안 순매수에 나섰다. 기관 역시 396억원을 순매수하며 외국인과 발을 맞췄다.

한 주간 외국인이 코스닥 시장에서 가장 많이 사들인 종목은 메디톡스로 143억원어치 순매수했다. 컴투스(136억원), 게임빌(82억원), 아이센스(62억원), CJ오쇼핑(45억원)이 뒤를 이었다.

외국인이 가장 많이 내놓은 종목은 파라다이스로 173억원어치 순매도했다. 이어 조이시티(42억원), 비씨월드제약(41억원), 성우하이텍(32억원), 웹젠(31억원)순으로 나타났다.

기관은 다음카카오를 283억원어치 사들이며 코스닥 종목 중 가장 많이 순매수했다. 파라다이스(99억원), 이오테크닉스(70억원)가 뒤를 이었다. 가장 많이 순매도한 종목은 아이센스로 58억원어치 내다팔았다. 조이맥스(57억원)가 그 뒤를 이었다.

지난주 코스닥 시장에서 가장 많이 오른 종목은 인테그레이티드에너지로 전주 대비 100.29% 급등했다. 파이오링크(50.91%)와 현대아이비티(50.87%)도 50% 넘는 상승률을 기록했다.

반면 폴리비전은 전주 대비 33.03% 하락하며 코스닥종목 하락률 1위에 올랐다. 이어 비에스이(27.54%), 에이스하이텍(25.66%), 스틸앤리소시즈(23.53%)순으로 집계됐다.

[내 삶을 바꾸는 정치뉴스 'the 300' 바로가기]['스페셜 걸' 포토][손안의 경제뉴스 머니투데이 모바일웹]['취업의 모든 것' 잡드림 ]

김도윤기자 justice@mt.co.kr

<저작권자 ⓒ '돈이 보이는 리얼타임 뉴스' 머니투데이, 무단전재 및 재배포 금지>"
