,기업,기사발행일,기사제목,뉴스기사본문전처리
498,행남사,2021.02.15. 오후 2:35,"[스톡why] 시큐브, 매매거래정지…무슨 일이?",거래소 오는 일까지 상장적격성 실질심사 대상 여부 판단 보안업체 시큐브가 지난달 증권선물위원회로부터 회계처리기준 위반 조치를 받음에 따라 상장적격성 실질심사 사유가 발생했다. 따라서 시큐브는 이번 건으로 지난달 일부터 거래가 정지된 상태다.일 금융투자업계에 따르면 시큐브는 지난 년 거래처 간 매출매입거래에 개입해 가공의 매출액 및 매출원가를 계상했다. 지난 년 억천만원으로 시작된 시큐브의 과대계상 매출액은 점점 증가해 년엔 억천만원까지 누적된 것으로 나타났다.아울러 거래를 통해 발생한 마진을 소개업체에 되돌려줘야 했음에도 이를 미지급금으로 처리하지 않아 부채를 과소계상하기까지 했다.이에 따라 증선위는 시큐브에 대해 회사 및 전 대표이사에 대한 검찰통보와 과징금 감사인 지정 년 전 대표이사 해임권고 등의 제재를 내렸다.한국거래소 또한 오는 일까지 시큐브의 상장적격성 실질심사 대상 여부를 결정할 예정이다. 만약 시큐브가 상장 적격성 실질심사 대상에 해당할 경우 기업심사위원회에서 심사를 통해 기업의 상장유지나 상장폐지 개선기간 부여 등의 조치를 받는다. 상장폐지 이어질까 소액주주 만여명 발동동문제는 지난해 증선위로부터 감사인지정 등 중조치를 받은 코스닥 상장사 행남사 등 일부 기업의 회계처리기준 위반이 상장폐지 위기로 이어졌다는 점이다. 행남사는 년 미지급금 누락 매출 과대계상 등 회계처리기준 위반으로 상장적격성 실질 심사 대상으로 지정된 이후 실적 부진과 잦은 경영 문제가 발목을 잡으면서 결국 상장폐지 위기에 처했다.시큐브 또한 지난해 신규사업 투자 등의 이유로 실적이 주춤했다. 매출은 전년보다 . 줄어든 억천만원을 기록했고 영업이익과 순이익도 각각 . . 감소한 억천만원 억천만원으로 나타났다.다만 일각에서는 시큐브가 상장폐지 될 가능성은 적다는데 입을 모으고 있다. 작년 실적은 주춤했지만 매년 꾸준히 매출과 영업이익이 발생하고 있기 때문이다. 지난해 월 이규호 상무를 신임 대표로 선임한 것도 상장적격성 실질심사 대상 여부 판단에 긍정적으로 작용할 것이란 분석도 나온다.지난해 분기 말 기준 이 회사의 소액주주는 만천명으로 지분율은 .이다. 거래가 중단된 현재 시가총액 억원 가운데 억천만원이 소액주주 몫이다.이와 관련해 회사 측은 감리 지적사항 전체 대한 재무제표를 수정해 감사보고서와 사업보고서 정정공시를 완료했다면서 추후 회계처리 기준을 준수하며 이 같은 사항이 재발하지 않도록 하겠다고 밝혔다.류은혁기자 .네이버 채널에서 아이뉴스를 구독해주세요.재밌는 아이뉴스 영상보기 아이뉴스 바로가기
524,행남사,2020.12.30. 오전 7:27,[e 공시 눈에 띄네]코스닥-29일,장 마감 후 주요공시박셀바이오권리락채권자에 의한 파산신청설 풍문 사유 미해소해소시까지 주권매매거래정지파크시스템스억만원 규모 공급계약우원개발두산중공업과 억원 규모 고속국도 건설 계약행남사상장폐지 결정해덕파워웨이상장폐지 결정오주연 기자 .. 년 신축년 신년운세와 토정비결은 발 빠른 최신 뉴스 네이버 메인에서 바로 보기  소비자대상 설문 참여하면 경품 추첨경제를 보는 눈 세계를 보는 창 아시아경제 무단전재 배포금지
531,행남사,2020.06.02. 오전 7:13,[e 공시 눈에 띄네]코스닥-1일,장 마감 후 주요공시메이슨캐피탈불성실공시법인지정아우딘퓨쳐스불성실공시법인지정행남사주권매매거래정지기간변경 코스온불성실공시법인지정 셀루메드단기차입금 억원 증가메가스터디교육경영진 지분 매각설 부인 사실 무근에너토크장기원 단독 대표 체제로 변경오주연 기자 .. 년 하반기 재물운연애운건강운 체크 네이버에서 아시아경제 뉴스를 받아보세요  놀 준비 되었다면 드루와 드링킷경제를 보는 눈 세계를 보는 창 아시아경제 무단전재 배포금지
534,행남사,2020.05.25. 오전 7:39,[e공시 눈에 띄네]코스닥-22일,장 종료 후 주요 공시스킨앤스킨강승범 사외이사 중도퇴임.상지카일룸주식회사 카일룸나주가 산본 새마을금고 등으로부터 빌린 억원에 대해 채무보증 결정.행남사주권매매거래정지기간변경...회생절차 개시신청.뉴프라이드주권매매거래정지기간변경...상장폐지 사유 발생.제이웨이주주명부폐쇄로 인한 주식명의개서정지.박지환 기자 .. 년 하반기 재물운연애운건강운 체크 네이버에서 아시아경제 뉴스를 받아보세요  놀 준비 되었다면 드루와 드링킷경제를 보는 눈 세계를 보는 창 아시아경제 무단전재 배포금지
541,행남사,2020.04.10. 오전 7:36,[e공시 눈에 띄네] 코스닥-9일,장 마감 후 주요 공시엘아이에스업체와 억규모 레이저 제조장비 공급 계약 체결마크로젠자회사 소마젠 억원 규모 유상증자 결정씨엔플러스정상옥 대표이사 신규 취임율호운영자금과 타법인증권취득자금 조달 위해 억원 규모 전환사채 발행 결정코디엠코디엠바이오컨소시엄에서 경남바이오파마로 최대주주 변경데일리블록체인채무상환자금 조달 위해 억원 규모 유상증자 결정한국사이버결제억원 규모 자기주식 처분 결정행남사상장폐지 관련 이의신청서 접수셀바스기준화자 모델 이용 음성인식 장치 및 음성인식 방법 특허 취득이민우 기자 .. 소름 쫙 년 내 대운 시기 확인하기 네이버에서 아시아경제 뉴스를 받아보세요  놀 준비 되었다면 드루와 드링킷경제를 보는 눈 세계를 보는 창 아시아경제 무단전재 배포금지
546,행남사,2020.04.02. 오전 7:41,[e공시 눈에 띄네] 코스닥-1일,장 마감 후 주요 공시케이엔제이운영자금 조달 위해 억원 규모 기명식 무보증 사모 전환사채 발행 결정해성산업유가증권 상장법인 한국제지 흡수합병 결정메디프론유상증자 완료에 따라 정민환 외 인에서 브레인콘텐츠 외 인으로 최대주주 변경포티스씨케이코퍼레이션으로 상호 변경헬릭스미스김선영 단독대표에서 김선영 유승신 각자대표 체제로 변경젬백스지오최영석 각자대표 사임 김상재 각자대표 신규 선임컬러레이신규 설립한 더칭컬러레이수출입유한공사 자회사로 편입이지케어텍서울대 병원에 억원 규모 종합의료정보시스템 종합관리 용역계약 체결인터파크홀딩스인터파크 흡수합병 결정금화피에스시김경태 단독대표에서 김성기김경태 각자대표 체제로 변경디이엔티억원 상당 자사주 만주 처분 결정엑시콘우리사주조합 무상출연 위해 억원 상당 자사주 만주 처분 결정알서포트직원들 주식매수선택권 행사에 따라 억원 상당 자사주 만주 처분 결정이에스에이상장 폐지 관련 이의신청서 접수바이오리더스종속사 넥스트비티 체외진단서비스업체 티씨엠생명과학 주식 만주 억언에 취득 결정맥스로텍신규사업 진출 위해 네이버시스템 주식 만주 억원에 양수 결정행남사감사의견 의견 거절로 상장폐지 사유 발생해성옵틱스공시불이행으로 불성실공시법인 지정셀바스공시변경으로 불성실공시법인 지정팍스넷상장폐지 관련 이의신청서 접수이민우 기자 .. 소름 쫙 년 내 대운 시기 확인하기 네이버에서 아시아경제 뉴스를 받아보세요  놀 준비 되었다면 드루와 드링킷경제를 보는 눈 세계를 보는 창 아시아경제 무단전재 배포금지
549,에이팸,2021.01.08. 오후 4:34,"[공시] 에이팸, '상폐결정 효력정지 가처분 신청'으로 정리매매 보류", 코스닥시장본부는 일 에이팸에 대해 상장폐지결정등 효력정지 가처분신청이 공시를 통해 확인됨에 따라 투자자보호를 위해 법원 결정 확인 시까지 예정된 상장폐지 절차가 보류됐다고 공시했다.. 김정호 기자 헉 소리나는 스토리 뉴스  아는 척하고 싶은 당신을 위한  날로먹고 구워먹는 금융이슈  저작권자  파이낸셜뉴스. 무단 전재재배포 금지
550,에이팸,2021.01.08. 오후 6:01,"거래소 ""에이팸, 가처분신청에 상장폐지 절차 보류""", 한국거래소 코스닥시장본부는 에이팸에 대한 상장폐지 절차를 보류한다고 일 공시했다. 앞서 거래소는 지난 일 상장폐지 및 정리매매에 대해 안내했으나 회사 측이 상장폐지 결정 등 효력정지 가처분신청을 냄에 따라 투자자 보호를 위해 법원 결정 확인시까지 절차를 보류한다고 밝혔다.이에 따라 거래소는 오는 일부터 투자자 보호를 위해 에이팸의 주권매매거래를 정지한다고 공시했다. 만료일시는 상장폐지 결정 등 효력정지 가처분신청에 대한 법원의 결정 확인시까지다.김소연  시간 빠른 미리보는 뉴스 + 네이버에서 이데일리 뉴스를 만나보세요 빡침해소 청춘뉘우스 스냅타임종합 경제정보 미디어 이데일리  무단전재  재배포 금지
552,에이팸,2021.01.08. 오전 7:20,[e공시 눈에 띄네]코스닥-7일,장 마감 후 주요공시이매진아시아상장폐지 결정 일부터 일까지 정리매매에이팸상장폐지 결정 일부터 일까지 정리매매컬러레이저장컬러레이지주그룹의 자회사 편입피씨엘아프리카서 만원 규모 중동서 만원 규모 의료기기 공급계약서울반도체지난해 분기 매출액 억원전년비 .증가글로스퍼랩스휴먼엔으로 상호 변경엔젠바이오유전자 검사 후속제품 제조 허가신청 자진 취하오주연 기자 .. 년 신축년 신년운세와 토정비결은 발 빠른 최신 뉴스 네이버 메인에서 바로 보기  소비자대상 설문 참여하면 경품 추첨경제를 보는 눈 세계를 보는 창 아시아경제 무단전재 배포금지
565,에이팸,2020.11.30. 오전 7:28,[e공시 눈에 띄네] 코스닥-27일,장 종료 후 주요 공시카카오게임즈 계열회사 카카오브이엑스 주식 만주를 억원에 취득 결정.에스모 김정훈 대표 체제에서 김인석 대표 체제로 변경.에스모 기업 이미지 지고 및 사업다각화를 위해 상호를 에이팸으로 변경.옵트론텍 계열회사   . .에 대해 억원 규모의 채무보증 결정.카이노스메드 근무환경 개선을 위해 본점 소재지를 경기 성남 분당구에서 경기 성남 중원구로 변경.금보령 기자 .. 년 신축년 신년운세와 토정비결은 발 빠른 최신 뉴스 네이버 메인에서 바로 보기 요즘 트렌드 모아보고 싶을 땐 드링킷경제를 보는 눈 세계를 보는 창 아시아경제 무단전재 배포금지
571,에이치디,2021.01.14. 오후 7:36,"해덕파워웨이, 에이치디로 상호 변경", 해덕파워웨이는 에이치디로 상호를 변경한다고 일 공시했다. 회사 측은 기업 이미지 제고를 위해 상호를 변경한다고 설명했다.김소연  시간 빠른 미리보는 뉴스 + 네이버에서 이데일리 뉴스를 만나보세요 빡침해소 청춘뉘우스 스냅타임종합 경제정보 미디어 이데일리  무단전재  재배포 금지
576,에이치디,2021.01.15. 오전 7:30,[e공시 눈에 띄네] 코스닥-14일,장 종료 후 주요 공시손오공    와 마텔완구 국내독점 유통계약 년 연장.투비소프트 조강희이경찬 각자대표 체제에서 조강희이경찬장선수 각자대표 체제로 변경.휴온스글로벌 블러썸엠앤씨의 제자 배정 유상증자 등 외부자본 유치를 통한 인수합병 입찰 우선협상자 선정.신테카바이오 약물 재창출 및 적응증 확장에 대한 공동연구를 위해 한미사이언스와 공동연구 계약 체결.해덕파워웨이 기업 이미지 제고를 위해 에이치디로 상호 변경.금보령 기자 .. 년 신축년 신년운세와 토정비결은 발 빠른 최신 뉴스 네이버 메인에서 바로 보기 년부터 이렇게 달라진다 필수 체크경제를 보는 눈 세계를 보는 창 아시아경제 무단전재 배포금지
