,0
170,"Stock prices are on the rise thanks to net buying by institutions and foreign investors. Reisen, which recorded net buying for the first time in a row until yesterday, is continuing its positive trend with one up today.Net buying by foreigners and institutions stands out. Until yesterday, foreigners bought the same stocks in a row, and institutions are also making net purchases in a row. Comparing Reisen's trading volume compared to the number of listed stocks over the past month, the daily turnover rate of sales was . In addition, the daily average stock price fluctuation rate, which is the difference between the low and high points during the same period, is shown.And the recent daily trading share is individuals. foreigners and institutions have recorded thatAs of this time, related stocks are also on the rise, while the parts industry is on the rise.Sejin TS One Ya One CNplus Won Sung-ho Electronics' original operating profit ratio is currently below the industry average. a journalist robot specializing in biased analysis that is somewhat low in silverIt's written by Robots, an e-newspaper and Thinkpool stock market analyst E-newspaper Popular Post-newspaper Official Facebook E-newspaper Shortcut"
171,"Reisen announced that it has confirmed that On Young-bong filed for bankruptcy against the company at the Daegu District Court. Reisen said the company will appoint a legal representative and actively respond according to legal procedures. Earlier in the day, the Korea Exchange asked Leisen to disclose its inquiry into the bankruptcy claim.Park So-yeon, a racing girl who enjoys free comic books with deep investment information.Real-time News Money Today, where copyright holders' money is visible, cannot be reproduced or redistributed without permission"
172,"Reisen announced that it has been sued by Kim Hye-jin and others for a management dispute over permission to convene an extraordinary shareholders' meeting.CHOI JUNG HEE, please subscribe to E-Daily on NAVER channelStarbucks coupon comprehensive economic information media E-Daily Prohibited redistribution of unauthorized transmissions if you sign up for the reorganization event"
173,"Currently, Reisen is trading in the original line, rising . from the previous day.Quant Financial Analysis Composite Score of Rise Index Item Value Growth Sales Growth Ratethe rate of increase in equity capitalStability debt ratio..Current ratio, profit stability, profitability...Operating profit ratio Reisen's quant financial score is ., up from . . a month ago. Growth scores have risen compared to last quarter. This is because the growth rate of sales and the growth rate of equity capital have increased. The overall stability score rose due to a decrease in the debt ratio and an increase in the liquidity ratio. In terms of profitability, it improved and scored better than before.Amid too many changes in shareholders' hands, stock prices have also fluctuated so much that an analysis of Reisen's turnover rate over the past month has shown that the owner of the stock has changed frequently. This is an abnormally high rotation rate, which requires special attention to investment. It should also be kept in mind that stock prices change so much that the average daily stock price fluctuation rate reaches . This article is produced by robot reporters in real time through a collaboration between Thinkpool, a securities company, and Financial News. All the stories in the world, ""Pas,"" are shown in entertainment news, star copyright holders, and Financial News. No unauthorized re-distribution"
174,"Reisen announced that it has decided to guarantee a debt worth 100 million won to its subsidiary. This is the size of Reisen's equity.Reporter Song Jong-ho, Korea's best scientist, all the series of Seoul economy... Copyright holders in Seogyeong are prohibited from reproducing and redistributing the Seoul economy without permission"
175,"Currently, Reisen is trading in the original line, rising . from the previous day.Only individual foreign investors participated in the sale. Looking at the proportion of transactions by subject in the past month, the proportion of individuals was the highest, followed by foreigners. The agency does not appear to have participated in the transaction. And recently, the proportion of daily transactions was the highest for individuals, followed by foreigners. The agency does not appear to have participated in the transaction.Amid too many changes in shareholders' hands, stock prices have also fluctuated so much that an analysis of Reisen's turnover rate over the past month has shown that the owner of the stock has changed frequently. This is an abnormally high rotation rate, which requires special attention to investment. It should also be kept in mind that stock prices change so much that the average daily stock price fluctuation rate reaches . This article is produced by robot reporters in real time through a collaboration between Thinkpool, a securities company, and Financial News. All the stories in the world, ""Pas,"" are shown in entertainment news, star copyright holders, and Financial News. No unauthorized re-distribution"
176,"The KOSDAQ market headquarters of the Korea Exchange announced to Illegen that it would suspend trading of stock certificates due to rumors or reports. The suspension period is from the afternoon of the day until the minute after the announcement of the inquiry results.Park So-yeon, a racing girl who enjoys free comic books with deep investment information.Real-time News Money Today, where copyright holders' money is visible, cannot be reproduced or redistributed without permission"
177,"Otek announced that it has been notified by the Fair Trade Commission that it will exclude the application of holding companies due to the revision of the Enforcement Decree of the Fair Trade Act. Except for the application of holding companies, major subsidiaries will be changed to subsidiaries.Taeyang C&L made a public announcement that it will expand new businesses such as waste disposal by establishing TY Eco as a subsidiary. To this end, he acquired Manju of TY Eco shares for 100 million won and held a stake. This is the scale corresponding to the ratio of equity capital ratio. The company said it is trying to expand its new business by establishing a subsidiary.Hana Financial Group announced in a regulatory filing that its subsidiary, Hana Bank, has decided to issue conditional capital securities worth 100 million won in Korea's unsecured, unsecured, and amortized. The company explained that the purpose is to increase the equity capital ratio by expanding supplementary capital.TS Investment made a public announcement that it has formed a secondary investment association for acquiring old and new shares of small and medium venture companies. The investment agreement amount is KRW 100 million, and TS Investment invests KRW 100 million.Discovery made a public announcement that it acquired Manju of Chemical and incorporated it into a subsidiary. This allowed Discovery to hold shares in Chemical. The company explained that it acquired the shares through an open buying method to meet the holding company's shareholding requirementsSanjeon made a public announcement that Lee Jong-ho, an advisor to Samil Accounting Corp., resigned in the middle of an outside director. The company said it will appoint additional outside directors at the next shareholders' meeting, saying it is a personal reason.Koryo Cement made a public announcement that it will dispose of its own shares worth 100 million won. The scheduled disposal period is from the coming day to the month. The company explained that it was a disposition of treasury stocks and merged single shareholders acquired by exercising the right to purchase stocks.The Korea Exchange has called for the disclosure of inquiries related to the recent sharp rise in stock prices. The deadline for answering is Sunday afternoon.Chemical made a public announcement that the largest shareholder has changed from Choi Chang-won, vice chairman of Discovery, to Discovery. The move comes after Discovery acquired Manjoo of Chemical's stock and incorporated it as a subsidiary. This allowed Discovery to hold shares in Chemical.Discovery explained that it acquired shares through an open purchase method from last month to the past to meet the holding company's shareholding requirements.FNS Tech made a public announcement that it will issue bonds with unguaranteed new stock rights worth 100 million won to raise operating funds. The surface interest rate is the maturity interest rate. The period of exercise of rights is from the date of year to the date of year, and the maturity date of the bond is the date of year.Taekyung Industrial announced that it will dispose of all land and building machinery located in Yeongtong-gu, Suwon-si, Gyeonggi-do to secure liquidity and increase capital efficiency. The disposal amount is KRW 100 million, which is the size of the total assets. The scheduled date of disposal is on the coming month. Sewon replied to the Korea Exchange's KOSDAQ market headquarters' request for an inquiry regarding the recent sharp rise in stock prices that the largest shareholder is considering transferring its stake, but nothing has been confirmed so far. He then added that he would re-announce the obligations if they occur within the deadline depending on the progress of the process.Daehan Steel announced that it has resumed operations at its rolling mill in Sinpyeong plant. Sales in the production resumption sector are KRW 100 million, which is the size of the recent sales. The company explained that it received an official letter from the Employment and Labor Administration in the injured region to lift the suspension order.Yes made a public announcement that it will participate in Kakao Bank's paid-in capital increase with a size of 100 million won. The number of acquired shares is 10,000 shares, and the share ratio after acquisition is maintained at .China Haoran made a public announcement that the production line of its subsidiary, Sangqioxinhao, has been suspended. The suspension amount is KRW 100 million and corresponds to sales. The company said that the production line was suspended as a preliminary warning was issued due to serious air pollution in Sui Prefecture.Win Hi-Tech announced that the work at the voice factory has been suspended. Sales in the discontinued production sector are worth 100 million won, which is equivalent to the recent sales. The company said it will resume work after receiving a decision from the head of the local employment and labor office to lift the cause of the disaster through prompt improvement measures. The Bank announced that it is planning to promote the issuance of convertible bonds, but nothing has been confirmed.Korea Corporation announced that Korea Holdings has filed an injunction with the court and will take legal action. The company said it will actively respond to legal procedures through legal representatives. The content of the injunction request is to invalidate some of the contents of the shareholders' meeting on last month.The Korea Exchange announced the designation of an unfaithful disclosure corporation due to the failure of its subsidiary to disclose the delayed suspension of business.Reisen said that the reason for the delisting occurred due to the rejection of the opinion of the Japanese audit, but it failed to submit a confirmation letter on the resolution of the reason until that day. Accordingly, the exchange plans to hold a corporate review committee until Monday to deliberate on whether to abolish the listing. Earlier, Reisen received an audit opinion from the auditor on the past day due to uncertainty about the scope of the audit and the ability to continue to survive.Moda announced that it would be designated as an unfaithful disclosure corporation for reasons of non-compliance and reversal of disclosure, such as withdrawal of the decision to increase the daily capital and issue convertible bonds. The penalty point is . and the penalty for violation of the disclosure is 10,000 won.Deco & E said it was designated as an unfaithful disclosure corporation due to the delay in the decision to acquire stocks and investment securities of a subsidiary. The penalty for breach of public notice is .Charges Bombs Joyful and Mixed Gangnam Reconstruction Complex Bruises Broccoli Field Omegi Rice Cake Mockering News Most People Read News Cho Song-ja Copyright 리얼 Real-time News Money Today Unauthorized Reproduction and Redistribution of Money"
178,"ChemOn made a public announcement that it recorded operating losses of KRW 100 million on an individual basis last year and turned into a deficit compared to the previous year. During the same period, the net loss for the current period increased by KRW 100 million was tentatively estimated at KRW 100 million for deficit conversion.KPT made a public announcement last year that its consolidated operating profit increased by .100 million won compared to the previous year. During the same period, sales and net profit increased to KRW 100 million, tentatively estimated to be KRW 100 million.The KOSDAQ Market Headquarters of the Korea Exchange announced that it has decided to be subject to a substantial review of listing eligibility after reviewing the possibility of delisting according to comprehensive requirements. After deliberation by the corporate review committee, it will decide whether to delist or grant an improvement period by this month.Hanwha Insurance announced that it has achieved operating profit of 100 million won per month this year. Turnover compared to the previous year and year-on-year. That's an increase. During the same period, sales increased to 100 million won, compared to the same period last year. Net profit for the current term was 100 million won, up from the previous year.Corestem announced in a regulatory filing that it recorded operating losses of KRW 100 million on a consolidated basis last year, continuing its deficit year-year. During the same period, the net loss of sales increased by KRW 100 million was tentatively tallied at KRW 10 million, which continued to be in the red.Sejin Heavy Industries announced that it achieved operating profit of KRW 100 million last year based on consolidated work. Compared to the previous year, it decreased. During the same period, sales fell year-on-year to 100 million won, and net profit fell year-on-year to 100 million won.Neowiz Holdings announced that the CEO of its subsidiary Neofly has changed from Oh Seung-heon's representative system to Oh Seung-heon's Kwon Yong-gil's respective representative system.Party Games said in its reply to the daily inquiry disclosure that it is reviewing the acquisition and merger of BNM Holdings' management rights and that there is no confirmed situation so far.Arion made a public announcement last year that it recorded an operating loss of KRW 100 million on a consolidated basis, continuing its deficit compared to the previous year. During the same period, the net loss of sales increased by KRW 100 million was tentatively tallied at KRW 10 million, which continued to be in the red.KCT announced in a regulatory filing that it has decided to pay a cash dividend of ordinary shareholders. The total dividend is 100 million won and the market dividend rate is .Red Rover made a public announcement that it recorded an operating loss of KRW 100 million based on consolidation last year and turned into a deficit compared to last year. During the same period, the net loss of KRW 100 million decreased to KRW 100 million.Hyundai Industrial announced in a regulatory filing that it has decided to pay cash dividends per share of ordinary shareholders. The total dividend is 100 million won and the market dividend rate is .Hansol Syntech made a public announcement that it has signed a contract with Samsung Engineering to supply boiler packages in Saudi Arabia worth 100 million won. The contract amount corresponds to the annual sales. The term of the contract is up to the date of the year.Heungkuk Fire & Marine Insurance made a public announcement that its net profit for the quarter on an individual basis last year rose by .100 million won compared to the previous year. During the same period, sales and reduced operating profit of KRW 100 million were tentatively tallied at KRW 100 million.Last year's annual net profit was compared to the previous year. The figure was increased to 100 million won. Sales and operating profit of . . . . decreased to . trillion won and . . increased to . . .million won.Hanwha Life Insurance made a public announcement that it has decided to issue new capital securities worth about US$100 million. Hanwha Life Insurance explained that it decided to issue new capital securities worth about US$100 million at a board meeting held last month to preemptively respond to accounting standards.The company announced that it has decided to pay cash settlement dividends for ordinary shareholders and classified shareholders. The market share dividend rate is . The total dividend is 100 million won.Youngpoong made a public announcement that it has decided on a cash settlement dividend of 10,000 won per common share. The market dividend rate is . The total dividend is 100 million won.Sejin Heavy Industries made a public announcement that it expects sales to be 100 million won this year. The company recorded sales of 100 million won in the year, compared to the expected sales at that time. There was an error.Microfriend made a public announcement in the first quarter of last year that it recorded an operating loss of KRW 100 million, continuing its deficit compared to the previous year. During the same period, the net loss of sales increased by KRW 100 million was tentatively tallied at KRW 10 million, which continued to be in the red.Woorim Machinery made a public announcement that it recorded operating losses of KRW 100 million on an individual basis last year and turned into a deficit compared to the previous year. During the same period, the net loss for the current period increased by KRW 100 million was tentatively estimated at KRW 100 million for deficit conversion.Samwoo M's announced in a public announcement that it has terminated a contract to supply a wiretapping anti-hacking case for iPhone worth 100 million won, which was signed with a U.S. mobile security company. The termination amount corresponds to the annual sales. The company explained that the contracting party has decided and notified the termination of the contract on its own, judging that it is impossible to implement the contract depending on market conditions and internal circumstances.Financial Group announced that its subsidiary, Investment & Securities, has decided to increase its shareholder allocation of KRW 100 million for the purpose of operating funds.Reisen made a public announcement that Kim Hye-jin, a foreigner, filed a lawsuit at the general shareholders' meeting scheduled to be held at the Daegu District Court to ban the exercise of voting rights on stocks listed on the attached stock list. The company said it plans to appoint a legal representative to respond in the future.Hannett made a public announcement that it has decided to pay cash dividends per share of ordinary shareholders. The market dividend rate is . and the total dividend is 100 million won.Korea Electronics Finance made a public announcement last year that its consolidated operating profit rose to KRW 100 million from the previous year. During the same period, sales and net profit increased to KRW 100 million, tentatively estimated to be KRW 100 million.CU Medical made a public announcement that it recorded an operating loss of KRW 100 million last year and turned into a deficit compared to the previous year. During the same period, sales. The net loss of KRW 100 million increased to KRW 100 million, which was tentatively estimated to have continued to be in the red.Hwashin Tech made a public announcement last year that it recorded an operating loss of KRW 100 million on a consolidated basis, continuing its deficit compared to the previous year. During the same period, sales. The net loss of KRW 100 million decreased to KRW 100 million, which was tentatively estimated to have continued to be in the red.Samgang M&T made a public announcement that it recorded an operating loss of KRW 100 million based on consolidation last year and turned into a deficit compared to last year. During the same period, sales and net profit for the current period were tentatively estimated at KRW 100 million.Continental manufacturers announced in a regulatory filing that their individual operating profit fell to KRW 100 million last year compared to the previous year. During the same period, sales and net income increased to KRW 100 million, tentatively estimated to be KRW 100 million.Maeil Holdings made a public announcement that its consolidated operating profit increased by .100 million won last year compared to the previous year. During the same period, sales and net income increased to KRW 1 trillion and decreased to KRW 10 million. On the same day, Maeil Holdings decided on a cash dividend of ordinary shareholders. The market dividend rate is . and the total dividend is 100 million won.IA made a public announcement that it recorded an operating loss of KRW 100 million last year and turned into a deficit compared to the previous year. During the same period, the net loss of KRW 100 million decreased to KRW 100 million.Daehan Textile announced that it would respond in accordance with legal procedures after confirming all related matters related to the lawsuit filed by Korea Industrial Co., Ltd. Korea Industrial Co., Ltd. filed a lawsuit with the Seoul Southern District Court last month to cancel the resolution of the extraordinary shareholders' meeting. Regarding the appointment of full-time and part-time auditors.Jungwon Ensys made a public announcement that it filed a re-appeal with the Supreme Court against the defeat of Worms' application for a ban on exercising voting rights at the Seoul High Court.Reisen made a public announcement to the Daegu District Court that Kim Hye-jin and Jeon Yoo-min have filed a lawsuit to apply for an injunction to register their shareholders' names.Free comic books, cheerleaders, racing girls, Shin Areum reporters, copyright holders, real-time news Money Today, no unauthorized reproduction or redistribution"
179,"The following is news of major stocks after the close of the market.AD Technology announced that nothing has been confirmed so far, saying that it is reviewing the acquisition of investment or investment shares in other domestic corporations above equity capital through an inquiry disclosure on the recent surge in stock prices.Samyoung NC's consolidated sales in the quarter were KRW 100 million, compared to the same period last year. Increase. Operating profit to millions of won. Decrease.The KOSDAQ Market Headquarters of the Reisen Korea Exchange requests Reisen to disclose whether or not the bankruptcy claim by the creditor is true and details. The deadline for answering is Sunday afternoon.Sales and operating profit in the Solbrain quarter were KRW 100 million, respectively, up from the same period last year.In order to improve Mezzion's financial structure, it has decided to dispose of its own shares for 100 million won.It is announced that it will issue convertible bonds worth KRW 100 million. The maturity date of the bond is the date of the year. The surface interest rate and the maturity rate are.Alpha Holdings Korea Exchange's KOSDAQ Market Headquarters announced that Alpha Holdings was missing some mortgage entries during the announcement of the signing of a stock mortgage offer contract involving a change in its largest shareholder, signaling the designation of an unfaithful disclosure law due to failure to disclose.Cowell Fashion acquired its own manju for millions of won the purpose of incineration of profitsReisen Kim Hye-jin and others announced that they were sued for a management dispute over permission to convene an extraordinary general shareholders' meeting.In order to diversify new businesses such as Synergy Innovation and Bio, it has decided to acquire bonds with MGMed's right to acquire new shares. Acquiring the total amount of debenture in cash for 100 million won.CosmaxVTI announced that it will invest 100 million won in its subsidiary Cosmax West to acquire a stake in NuWorld, a cosmetics manufacturer located in New Jersey. Cosmax West is a special purpose company to acquire a local subsidiary. The amount of investment is equity capital, and the stake in Cosmax West after acquiring the stake is.Korea Gas Corp.'s operating loss for the quarter was KRW 100 million, up from a year earlier, the company said in a regulatory filing. During the same period, sales increased to KRW trillion, and net loss increased to KRW trillion.Daelim CNS announced on the last day that it will stop producing and shipping concrete files at Chungju plant. Sales in the discontinued sector are worth millions of won, and last year's total sales...Please subscribe to this daily on Cho Jinyoung's NAVER channelStarbucks coupon comprehensive economic information media E-Daily Prohibited redistribution of unauthorized transmissions if you sign up for the reorganization event"
180,"The KOSPI market has been fluctuating in the steady sector as individual purchases and foreign sales clashed early in the day.As of the morning of the day, the KOSPI index was higher than the previous day.be trading at a point lower It seems that it has not been able to set a direction since it started on an upward trend.Last night, the major indexes of the New York Stock Exchange hit an all-time high. The Dow Jones Industrial Average closed at 10,000, up . points from the previous day. The index rose . points. The Nasdaq Composite Index is .It closed higher at .On the New York Mercantile Exchange, West Texas crude for the month fell by cent per barrel on Monday.We closed the deal in dollars. It also touched the dollar during the day, but it has since fallen.In the KOSPI market, individuals and institutions are net buyers of 100 million won and 100 million won, respectively. Foreigners have been selling net worth of 100 million won for two days.Program sales have the advantage of selling 100 million won in total, including net buying of arbitrage transactions and net selling of non-profit transactions of 100 million won in net selling.In the index futures market, individuals are net buyers of contracts. Foreigners and institutions are net sellers of contracts, respectively.Most industries are on the rise. Food, beverage, fiber, clothing, paper, wood, chemicals, nonmetal, minerals, steel, metal machinery, electricity, electronics, medical precision transportation equipment construction, transportation, warehouse, finance, banking, securities, insurance, etc. are on the rise. On the other hand, the electric gas industry is falling and the distribution industry is slightly weak.Among the top market cap stocks, Samsung Electronics started from the standstill. It's weak. Hynix is strong.Hyundai Motor Co. and Samsung BioLogics Hyundai Mobis Innovation are strong. Korea Electric Power Corp. is falling more than that, and chemical Samsung C&T Telecom is weak.On the same day, KEPCO broke its low price by falling below 10,000 won. It is the first time since Korea Electric Power Corp. has fallen below 10,000 won.The outlook for sluggish performance due to rising power purchase costs and uncertainty in policy changes is believed to have affected it. Foreign securities firms such as Citigroup Macquarie and Morgan Stanley occupy the top selling window.It changed its main price again as it rose for the first day on expectations of improved performance and normalization of polysilicon production facilities in Malaysia.Juyeon Tech is plunging too much on news of a large-scale paid-in capital increase. Juyeon Tech announced on the previous day that it will conduct a paid-in capital increase worth 100 million won. The capital increase method is a general public offering of forfeited shares after the allocation of shareholders, and the total number of shares issued is 10,000 shares. The estimated issue price is won.The KOSDAQ index is.be on the rise of .In the KOSDAQ market, individuals are net buyers of 100 million won. Foreigners and institutions are net sellers of 100 million won to 100 million won, respectively.Most industries are also on the rise. Pharmaceutical non-metals are rising over. Distribution of software hardware for comprehensive entertainment culture, telecommunication and broadcasting services is strong. Food, beverage, tobacco, paper, wood publishing media, copying, chemical, metal, mechanical equipment construction, and finance are weak.Celltrion, which is above market capitalization, rose on the day of trading and renewed its stock price again. Celltrion has continued to have positive effects, with expectations for the relocation of securities and the launch of domestic sales of breast cancer biosimilar Herzuma.Seoul Semiconductor is soaring abnormally, and POSCO Chemtech Pearl Abyss is rising more than that. Materials home shopping is also very strong.Medytox and SillaJen and Hugeloen are falling slightly.Sunik System recorded the starting price of 10,000 won on the first day of listing on the KOSDAQ market. Immediately after the opening, the market is showing signs of weakness.Mplus, a secondary battery equipment company, is soaring on the first day of listing. Immediately after the opening, the stock price nearly doubled the initial public offering price.Mplus started at 10,000 won, up 10,000 won from the initial public offering price. It is now soaring from the beginning.Raon Secure is gaining favorable reviews in the stock market that sales are expected to increase due to increased demand for bio-certificates.Reisen is soaring more than the first day of lifting the suspension of trading. On the previous day, the Korea Exchange announced that the court rejected the bankruptcy application as Reisen creditors canceled the bankruptcy application. As the reason for filing for bankruptcy was resolved, the suspension of stock trading for Reisen was also lifted from that day.Meanwhile, the won-dollar exchange rate is down .won from the previous day in the Seoul foreign exchange market.Column deep investment information free cartoon enjoy gift type car racing girl Haserin reporter..Real-time News Money Today, where copyright holders' money is visible, cannot be reproduced or redistributed without permission"
181,"Daelim announced that the production of its sanitary pottery production plant has been normalized. Sales in the field of production and cultivation are 100 million won, which is equivalent to sales of last year.The company said, ""We are in wage group negotiations, but production has resumed after labor and management agreed to pay the standard,"" adding that there is a possibility of production suspension due to additional strikes depending on the progress of future negotiations.Humax announced that the conversion value of convertible bonds has been adjusted from 10,000 won to 10,000 won due to a fall in the market price.ASEATECH announced that it has acquired a patent for vinyl cutters for vinyl cladding machines. When the cutter is mounted on the vinyl sheath machine, it is possible to quickly and conveniently perform the vinyl cutting operation after the vinyl coating operation. The company explained that it plans to install and supply vinyl cladding in the future.Wooshin System announced that it has decided to guarantee debts worth billions of won for its affiliate Wooshin Properties. This corresponds to . of equity.Mobile appliances announced that the exercise price of the new stock right has been adjusted from 10,000 won to 10,000 won due to the fall in the market price. The number of available shares increased from Manchuria to Manchuria.Namkwang Engineering & Construction announced that it has newly appointed CEO Kim Jong-oh following the resignation of CEO Huh Chul-young.The group announced that it has decided to increase short-term borrowing by 100 million won. Borrowings are compared to equity capital at the end of last year. The purpose of borrowing is operating funds. As a result, the total amount of short-term loans increased from 100 million won to 100 million won.Daeyu Winia announced that the right to free capital increase will be implemented. The standard price for common stock is won.Paratech announced that it has decided to increase the capital increase free of charge to allocate new shares of common shareholders. The standard date for allocating new shares is coming. The expected listing date for new shares is next month.Holding Company announced that the conversion value of convertible bonds has been adjusted from the existing won to the won. The number of available shares increased from Manchuria to Manchuria.Reisen announced that it has confirmed that On Young-bong filed for bankruptcy with the Daegu District Court. Reisen said the company will appoint a legal representative and actively respond according to legal procedures. Earlier in the day, the Korea Exchange asked Leisen to disclose its inquiry into the bankruptcy claim.The Korea Exchange demanded that Golden Bridge Securities disclose its inquiry in connection with reports filed by the shareholders' meeting to confirm its invalidity. The answer is due by the coming date and time.Samsung Pharmaceutical announced that it has adjusted the conversion value of the convertible private equity bonds from won to won in line with the fall in the market price. The number of available shares increased from Manchuria to Manchuria.Sapphire Technology announced that it acquired a convertible bond for private equity without a title, with a total amount of KRW 100 million as an exercise of the right to claim early repayment. The bonds will be incinerated after acquisition.The KOSDAQ Market Headquarters of the Korea Exchange announced that SNU has changed its affiliation from the existing venture business department to the mid-sized business department.The Korea Exchange has demanded that Red Rover be made available for inquiry in connection with the recent significant market fluctuations. The deadline for answering is Sunday afternoon.The Korea Exchange demanded that Cheil Pharmaceutical be made available for inquiry in connection with the recent noticeable market fluctuations. The deadline for answering is Sunday afternoon.The Korea Exchange demanded that Deokyang Industrial Co., Ltd. disclose its inquiry in connection with the recent noticeable market fluctuations. The deadline for answering is Sunday afternoon.Hwajin announced that it has newly appointed Kwon Sung-woo as its CEO as former CEO Cho Man-ho resigned.Wonik Cube announced that it has decided to increase capital by paying KRW 100 million to raise facility funds and operating funds. The capital increase method is a general public offering of forfeited shares after the allocation of shareholders. The standard date for allocating new shares is next month and the expected date for listing is Monday.Pixel Plus announced that it will sign a trust contract with Korea Investment & Securities to acquire treasury stocks worth 100 million won. The contract period is from the coming date to the date of the year.The KOSDAQ Market Headquarters of the Korea Exchange announced on the 1st that NeoFidelity's stock trading will be suspended from the coming day to the day before the listing date of the change in new stock certificates due to the submission of old stock rights following the stock split.Ildong Pharmaceutical announced that Ildong Holdings bought Manchuria in the market. As a result, the number of shares held by Ildong Holdings expanded to Manchuria.Hwaseung Enterprise announced that it has decided to increase its student allocation capital of KRW 100 million for its parent company, Hwaseung Industries.The paid-in capital increase is a spot investment method, and Hwaseung Industries will invest its stake in Jangcheon Jehwa Dalian Co., Ltd. and . Hwaseung Indonesia in kind to Hwaseung Enterprise and allocate 10,000 shares issued by Hwaseung Enterprise.Samgang M&T announced that it will invest 100 million won to acquire a stake in Goseong Holdings. This is the equity capital of Samgang M&T.The company explained that it aims to participate in the management of Goseong Shipbuilding & Marine Engineering through Goseong Holdings.The Korea Exchange announced that it will lift the suspension of stock trading transactions on the grounds that it has not been listed on the detour.The Korea Exchange announced the designation of Sungji Construction as an unfaithful disclosure corporation related to the reversal of disclosure of short-term loans and monetary loan decisions.Kim Hoon-nam, a racing girl who enjoys free comic books with deep investment information.Real-time News Money Today, where copyright holders' money is visible, cannot be reproduced or redistributed without permission"
