,0
256,"This will be the navigation for Korean investors. is the first stock market news article published at a fixed time in the domestic media. Meet the clear market analysis of a Money Today securities reporter every hour on the hour. Flying stocks Falling stocks Looking at the market conditions for variables that move the market opens the way for investment. Despite the ex-dividend, the KOSPI is rebounding during the day on the back of foreign buying. As of the morning of the day, the KOSPI recorded a . Yes. Last morning, the New York Stock Exchange in the US ended with a slight increase. The Dow Jones Industrial Average recorded its second all-time high this year. The KOSPI also started the market on a weak note, but it turned upward and crossed the line. are doing Individuals are also net buying of 100 million won. Institutions that have been on a net buying march in recent trading days are selling stocks worth 100 million won. KRW billions are coming out through arbitrage transactions and KRW billions are coming in through non-arbitrage transactions. By industry, strength is dominant. shipping warehouse. running Construction industry transportation equipment medical precision is strong. Textiles, clothing, electricity, gas, service, distribution, machinery, food and beverage, chemical manufacturing, pharmaceuticals, etc. are also on the rise. On the other hand, telecommunication and banking are declining at ex-dividend levels. Paper, timber, insurance, finance, electricity, electronics, steel, metal, and non-metallic minerals are also on the decline. Posco's Shinhan Holdings and Samsung Life are underperforming. Hyundai Motor, Hynix, Kia Motors, and Korea Electric Power Corporation (KEPCO) are running. On this day, in the KOSPI market, dog stocks are recording their upper limit, and each stock is showing an upward trend. The number of stocks is flat, and the price of each stock is declining. Hanjin Shipping and Hanjin Shipping Holdings are recording high prices on expectations for improvement in their financial structure. Dongbu HiTek is expected to be acquired by Hyundai Motor Group. It is rising. High dividend stocks are falling at the ex-dividend level. Telecom Hite Jinro Moorim is showing a major weakness. The chemical is Shindori. It is falling. Seha has fallen to the lower limit on the news that creditors are entering the joint management process. The KOSDAQ index is rebounding in just one day. Currently, . Changhae Energy Earing has jumped to the upper limit and has been soaring for the second day. Hankook Technology and Morinth are at their lower limit. KOSPI futures are up .points from the previous day, recording . In the Seoul Foreign Exchange Market, the won-dollar exchange rate is recording .won, down .won from the previous day."
257,"This year, the KOSDAQ market showed strong upward momentum due to the highlight of small and medium-cap stocks, but it was found that most of the increase was returned due to external uncertainties. Until the first half of this year, the KOSDAQ index broke out of the box and exceeded the previous year due to expectations for market revitalization following the government's SME promotion policy. Until the end of the month, there was a widespread expectation in the market that it could break through. However, from the second half of the year, concerns about a global liquidity contraction, led by the US tapering issue, arose, and the stock markets of emerging countries, including Korea, showed weakness. Concerns have also been raised that the yen depreciation caused by Japan's aggressive quantitative easing might adversely affect the performance of Korean companies. Moreover, as there is a forecast that even China's economic recovery may be delayed, investors have turned to wait-and-see attitude, and the KOSDAQ index also returned the rise. In this month, the KOSDAQ index even fell. The departure of individual investors from the KOSDAQ market was also a notable issue. Individuals, who have been major buyers of the KOSDAQ market, have been net buying for consecutive years from 2018 to last year, but recently switched to net selling this year as uncertainty in the stock market grew. After net selling last year, institutions had the upper hand by selling 100 million won this year. On the other hand, foreigners have recorded a net purchase of KRW trillion KRW and have maintained the lion's dominance for the past year. The decrease in trading due to the stock market slump continued in the KOSDAQ market as well. The average daily trading value of the KOSDAQ market this year was KRW trillion, compared to KRW trillion last year. decreased This is the lowest level in years since it recorded trillions of won in the year when the stock market crashed due to the Lehman Brothers crisis. The daily average trading volume also fell to billions of shares, the lowest level in years. There are also positive aspects. The total market capitalization of all listed stocks on the KOSDAQ market increased by KRW trillion from KRW trillion at the end of last year to KRW 1 trillion at the end of last year. In the exchange, despite the fact that the total number of listed stocks did not differ significantly from the number of listed items at the end of last year to the number of current ones at the end of last year, the share price level has risen due to the increase in market capitalization. He explained that this was because the market size expanded as low-performing companies were expelled and high-quality companies with large market capitalizations entered the market. The number of new listed companies also increased compared to last year. The number of new stocks that entered the KOSDAQ market this year increased by number of companies compared to last year. The return on the latest stock price compared to the IPO price of these newly entered stocks was . The amount of stock issuance on the KOSDAQ market this year was trillion won, compared to last year. increased compared to last year . It increased to KRW 100 million, and the size of the capital increase was . In addition to this, the stock with the highest growth rate in the KOSDAQ market this year was Ace Hitech, and Winix Security and others were listed on the list with the highest growth rate. On the other hand, Maurice Nanotronics, Shinyang IDen, etc., were listed in the category with a large drop. Real-time news Money Today prohibits unauthorized reproduction and redistribution."
258,"The KOSDAQ index rose thanks to purchases by individuals and institutions. Right . was recorded. Individuals and institutions net bought 100 million won each, and foreigners net sold 100 million won. By industry, the distribution and semiconductor transportation digital content industries rose more than ever. Telecommunication services, medical precision equipment, and pharmaceutical industries also rose. On the other hand, publication media reproduction and broadcasting service non-metal textile and apparel industries fell. In the stocks with the highest market capitalization, East-West and Celltrion and Broadband also rose. Home shopping. It fell, and SM and O Shopping also closed down. By stock, TSE showed strong performance in the quarter. TSE recorded 10,000 won, up to the price limit. TSE announced on the previous day that its operating profit on a consolidated basis for the quarter was KRW 100 million, an increase from the same period last year. Polyvision closed at the won, up to the price limit. Polyvision announced the day before that it had decided to issue a capital increase through self-allocation to raise operating capital and other 100 million won. Mobase soared on solid quarterly earnings. Mobase recorded 10,000 won, up to the price limit. Mobase posted a quarterly operating profit of 100 million won on the same day, lower than the same period last year. DMT, a set-top box manufacturer, exceeded its IPO price on the first day of listing. After the beginning forms a circle, DMT is . It recorded a rising won. Solmix is ​​weak every day. Solmix is ​​. It recorded a falling won. The burden of the recent rights offering is working. Morin's is weak on the news of arrears in principal and interest on loans. Maurins. It recorded a falling won. Morins announced the day before that the total loan principal and interest amounted to 100 million won overdue. Fine Digital. The circle was recorded. The company announced the previous day that its operating profit for the quarter was 100 million won, down from the same period last year."
259,"Morin's fell to the lower limit on the news of non-payment of principal and interest on bonds. As of the morning of the morning of the day, Morin's is trading at won lower than the previous day. The company said that it would not be able to afford to repay the principal due to the current company situation and said that it would negotiate with a private equity investment company specializing in job creation SMEs, which is the subject of bond issuance, from various angles by the end of this month. Eyes that see Asian economy Unauthorized reproduction and distribution prohibited"
260,"The stock price has plummeted as Morin's delayed disclosure of the decision to dispose of treasury stock was announced as an unfaithful disclosure corporation. Earlier, on the previous trading day, Maurins delayed the announcement of the decision to dispose of treasury stock and received a notice from the KOSDAQ Market Headquarters to be designated as a disrespectful disclosure corporation."
261,"The news is bearish on the news that Morins has not paid the principal and interest on bonds worth KRW 100 million. As of the morning of the morning of the morning of the morning, Morrins is trading at KRW lower than the previous day. The company announced that it would repay through asset restructuring. Real-time news that shows the money of the copyright holder Money Today Unauthorized reproduction and redistribution prohibited"
262,The stock price is plummeting after Morrins delayed the announcement of the decision to dispose of its treasury stock and was notified of designation as an unfaithful disclosure corporation. Maurice was higher than the previous trading day in the KOSDAQ market as of the morning of the day. It is being traded at a fallen won. The company delayed the announcement of the decision to dispose of its treasury stock last day and received a notice from the KOSDAQ market headquarters to be designated as a disloyalty disclosure corporation.
263,"The KOSDAQ Market Headquarters of the Korea Exchange announced on the day that it had designated Morrins as a corporation with unfaithful disclosure following the delayed announcement of the decision to dispose of its treasury stock. As a result, stock trading will be suspended on the following day."
264,Morins announced on the day that there had been unpaid principal and interest on bonds worth billions of dollars. It is the size of the equity capital. Reporter So-yeon Park .. A window to see the world An eye to see the economy. Unauthorized reproduction of the Asian economy is prohibited.
265,"The Korea Exchange KOSDAQ Market Headquarters announced on the day that it was foreshadowing the designation of Morrins as an unfaithful disclosure corporation on the grounds of non-disclosure due to delayed disclosure of its treasury stock disposal decision. News and Breaking News Mobile News App | Edaily Marketpoint, Korea's best financial information terminal for mobile stock trading traveler experts. Securities Expert Broadcasting E-Daily Customer Service Center | Stock Diagnosis Recommendation New Open Comprehensive Economic Information Media E-Daily Unauthorized reproduction and redistribution prohibited"
266,"Morins, a KOSDAQ-listed company, said that it is seeking various restructuring plans, including personnel restructuring, tangible asset sale, and discussion with creditors, in order to improve the current difficult financial structure in response to the Korea Exchange's request for inquiry disclosure. He said that he is making an effort, but no specific decision has been made. Reporter Lee Ji-eun ..A window that sees the world An eye that sees the economy of the Asian economy Unauthorized distribution is prohibited."
267,"Morins, who failed to submit an audit report, is falling again. She is trading in a declining won. Sell ​​orders are coming in through Kiwoom Securities Investment & Securities. After that, the price recorded the lower limit for two days in a row, but rose slightly during the day. However, it turned to a downtrend again after one day. Chosun Biz Hot News Department store floor There was a secret I didn't know I started making a life-and-death decision between Korea Korando glory once again SsangYong first public Audi Buying in Korea stupid price difference I'm sorry Samsung Electronics International disgrace ."
268,"Trading is suspended until the close of today's market due to the occurrence of a reason for Morin's designation as a managed item. Morin's announced today that it has been designated as a managed item because the loss rate before deduction of corporate tax for consecutive business years during the recent business year has exceeded . In the midst of this, Maurins' audit report received an appropriate opinion. Reporter Ye-jin Eo revealed a two-headed shark fetus Found a squid's belly A real bomb appeared in a Belgian chocolate stamp Appeared in a Belgian chocolate stamp. worried me"
269,"Araon Tech announced on the day that the Seoul Central District Prosecutors' Office had filed a complaint against Mr. Yoo, the former largest shareholder and executive, on charges of breach of trust. said that the amount of losses related to the allegation will be confirmed by the court's decision and that the amount of losses related to the allegation has already been reflected in the past financial statements. The exchange announced that it would suspend trading in order to examine whether or not it falls under the substantive examination of listing eligibility, such as whether a significant financial loss due to embezzlement or breach of trust occurred. When I went to Pantech's Sangam office, Baek Yoon-sik's claim to the bathroom was not true. I finally got it. Dining Ryu Hyun-jin The bonus amount was a huge hit with a woman and a man who changed the life of a Silicon Valley traveler. Real-time news that shows money."
270,"In the semiannual report of Araontech, it is falling sharply due to the unsuitable review opinion of the accounting firm. Araontech received negative opinions on its consolidated financial statements for the first half of this year the day before, and limited opinions on individual financial statements. Araontech's capital erosion rate in the first half of the year was .. Kang Kwang-Woo reporter .. Kang Kwang-Woo, a stronger Korea, praised the winner Restrictions on student loans Restrictions on student loans Disclosed to colleges in trouble How afraid Japan's Samsung was."
271,"Araontech is continuing its upward trend with anticipation for the smartphone business. As of the hour and a half, Araontech is trading at a monthly higher than the previous day. Araontech's upward trend has continued since the last day. This coincided with the release of the electronic strategic smartphone. Araontech is known as an electronic car supplier related to touch screen panels. Reporter Ye Byeong-jeong The driver who caused a fatal accident during high-speed collision was punished by the relocation of the Seven Lettuce Unit.. Haha, the strangest language in the world, Mixtek Korean, gender reassignment surgery, I went to a public bath and went to a women's bath.. The moment a mosquito bites it, it's terrifying. Financial News | Family Site | Official Account Copyright Holder Financial News. Unauthorized redistribution prohibited"
272,"Capital increase of 100 million won to raise operating funds for C&K International. As the market price of Unison fell, the conversion price of the annual convertible bonds was adjusted from KRW to KRW. Provided collateral worth KRW 100 million to DNetworks, the largest shareholder of Araon Tech. Accufix 3 Optics The side took over the polarizing glasses business for 100 million won. Incorporated as a subsidiary of Partron Hansung Elcomtech. Purchased Manchuria from Home Center. Jessica Gomez with a bustling chest Jessica Gomez line body, she went to the fair with a stimulation certificate. It's like I'm going to take off the glamorous burgundy gravure divinity."
273,"As a result of reviewing the disclosure obligations and the resulting impact on stock prices and trading volume, Araon Tech revealed that there was no important information to be separately disclosed regarding the recent sharp drop in stock prices. Reporter Jeong-min Oh of Hankyung.com . It's so strange that there aren't many rumors of super ants coming out of the stock navigation system...I want to use it alone for as long as possible Rain Kim Tae-hee Hearing the news of the billion-dollar villa, the masseuse surprises his wife's ass during an interview with Shin Dong-yup During the interview, the reporter receives an imported car gift from the sponsor. A habit of calling for success after filing for bankruptcy after filing for bankruptcy a year ago, Hankyung.com Bans unauthorized reprinting and redistribution of copyright"
274,"The Korea Exchange requested an inquiry disclosure regarding Il Araontech's recent plunge in its share price. The deadline for responses is pm on the next day. Kye-Young Gyeung Araon Tech's audit opinion plummeted due to inappropriate auditing E-Daily Mobile News App Reorganization commemorative download Gives gifts every day Smart Economy Broadcasting E-Daily Real-time News and Breaking News Mobile News App | Edaily Marketpoint, Korea's best financial information terminal for mobile stock trading traveler experts. Securities Expert Broadcasting E-Daily Customer Service Center | Stock Diagnosis Recommendation New Open Comprehensive Economic Information Media E-Daily Unauthorized reproduction and redistribution prohibited"
275,"Araon Tech announced on the day that, as a result of auditing the semi-annual financial statements of Chengdu Accounting Corporation, the consolidated financial statements were inappropriate and the separate financial statements were limited opinions. Jari Housing is a box office hit, Countdown to the release of the list of unsuccessful colleges... Universities ahead of random recruitment Tension for Nintendo Unfolding release... Above price cut Typhoon Kongrei quickly moves north... Japan's Jeju-do indirect influence Prospect E-Daily News Anytime, Anywhere in Your Life Quick View Smart Economy Broadcasting Edaily Real-time News and Breaking News Mobile News App | Edaily Marketpoint, Korea's best financial information terminal for mobile stock trading traveler experts. Securities Expert Broadcasting E-Daily Customer Service Center | Stock Diagnosis Recommendation New Open Comprehensive Economic Information Media E-Daily Unauthorized reproduction and redistribution prohibited"
276,"Araon Tech said in an answer to the public announcement on a daily basis that there was no additional confirmation regarding the investigation into the suspicion of breach of trust by the Seoul Central District Prosecutors' Office against the former largest shareholder. This is a follow-up announcement to Araontech's public response to inquiry published on the last month, and the next inquiry and public response date is Monday. Real-time mobile news to meet faster and more conveniently We will dig out the rumors floating around in the stock market Reporter Jung Jae-woo A window to see the world An economy to see the Asian economy Unauthorized reproduction of the Asian economy is prohibited Chaebol's daughter-in-law Noh Hyun-jung I was shocked after I bought it Son Ho-young Woman who died in a car It's kind of strange, but I can't do this It was strange to the end that I was sexually assaulted, but in the end, before we started dating, Jang Yoon-jeong, Noh Hong-cheol and Do Kyung-wan and Seo Taiji, the second woman, Lee Eun-seong, were shocked to find out about the past."
277,Neurotech announced on the day that it would change its name to Araontech to improve its corporate image. Get the Money Today news right on Naver Newsstand Surprise Reporter Jun-sik Park Copyright holder Real-time news that shows money Money Today Prohibition of unauthorized reproduction and redistribution
278,"Share price trend of companies that changed company name last year Boni Herald Business Reporter Lee Tae-hyung Companies are changing their names to renew their image, but there are companies with poor profitability or growth potential, such as stock prices falling after the name change, so investors need to be careful. According to the report, the number of listed companies that changed their company name last year was a total of companies including those in the KOSPI market and those in the KOSDAQ market. The reasons for the change were found to be image improvement or enhancement, business activation, merger, and holding company integration. It decreased slightly compared to the previous year. If you look at the stock price fluctuations after the change of company name except for delisted companies, the stock price of each company rose and the stock price of each company fell. The stock prices of companies with clear reasons for change, such as a merger or business revitalization and conversion to a holding company, rose sharply or remained flat. However, companies that changed their name for the purpose of simple image improvement not only dropped their stock prices, but also stopped trading and were delisted. Looking at the share price changes of companies by reason of name change, the stock price of the company that changed the company name due to a merger was the largest with an average of . After the company name was changed for the purpose of consolidation and business revitalization, the stock price increased by . . has risen On the other hand, the company name change for image improvement showed a decrease of ., and in the case of the company name change following the conversion to a holding company, the stock price fell to . In the process of relisting Chong Kun Dang Holdings, which will remain after the spin-off, and Chong Kun Dang, a subsidiary that will run the existing business, respectively, the stock price of Chong Kun Dang Holdings fell sharply compared to other holding companies converted to holding companies due to the weakness of the pharmaceutical industry. He said that there are cases where the company name is strategically changed to change the image that is not yet known, and caution is needed as it may cause confusion for investors and consumers if it is an English abbreviation of a company that lacks recognition, or if the business in a difficult place is ambiguous or inappropriate. Herald Live News Herald Economy .. Unauthorized reproduction and redistribution prohibited Herald Economy . Unauthorized reproduction and redistribution prohibited"
279,"The following is the news of major stocks after the close of the stock market. It is announced that it has transferred real estate worth KRW 100 million to Mirae Industries Exjax. The company announced that it would use the transfer proceeds to repay borrowings and use it as operating funds. It announced that it had acquired 10,000 shares of SVC, a manufacturing and sales company of Woojin industrial valves, and incorporated it as a major subsidiary. Woojin's shareholding ratio was announced that Shinsung Trading CEO Huh Moo-young resigned for personal reasons and changed to Yeom Tae-soon's sole CEO system. Binggrae Company participated in the main bid for the takeover of Woongjin Foods through an inquiry public response report However, he said that he was not selected as a preferred bidder and that as Woongjin Foods was decided to be sold to another company, he decided not to pursue the acquisition of Woongjin Food. As Asia Paper Asia Cement Co., Ltd. was spin-off, the largest shareholder from Asia Cement Co., Ltd. to the holding company Asia Co., Ltd. Announced that the CEO was changed from Hoon-Beom Lee to Gyu-Hwan Ko due to the division of the Asia Cement company. Egon Energy, a subsidiary of Egun Industries, issued a 10 million won worth of discipleship allocation to private equity firms to raise capital for facilities. announced that it has decided New shares issued are Manchuria. Won. Shinsegae Food announced that the company participated in the main bid for the takeover of Woongjin Food, but was excluded from the preferred bidder and decided to sell Woongjin Food to another company. Announced that it has signed a contract to supply semiconductor equipment worth KRW 100 million. This is compared to recent sales. Scale. Araon Tech announced that the Seoul Central District Prosecutors' Office had filed a complaint against Mr. Accordingly, the KOSDAQ market headquarters of the Korea Exchange suspends trading of Araontech until the date of decision on whether or not it is subject to the substantive review of listing eligibility. In a civil litigation against the company, the Seoul Eastern District Court announced that it had won a ruling that it had no obligation to pay. Announcing that the specific details, such as the subject or method of the sale, have not been finalized. After the transfer, the number of shares owned is 10,000, and the ownership ratio is .binex, and it is decided to issue a capital increase of 10,000 shares through the disciple allocation method. The issuance price of new stocks is KRW per share, and the expected listing date of new stocks is the month of the month. The new stock is protected for all years. Dongyang Cement CEO Kim Jong-oh resigned and Lee Sang-hwa assumed the sole role of CEO. Jae-hee Yoo presented a gift every day just by downloading it to commemorate the reorganization of Edaily Mobile News App Smart Economy Broadcasting E-Daily Real-time News and Breaking News Mobile News App | Edaily Marketpoint, Korea's best financial information terminal for mobile stock trading traveler experts. Securities Expert Broadcasting E-Daily Customer Service Center | Stock Diagnosis Recommendation New Open Comprehensive Economic Information Media E-Daily Unauthorized reproduction and redistribution prohibited"
280,"The following is the news of major stocks after the close of the stock market. It is announced that it has transferred real estate worth KRW 100 million to Mirae Industries Exjax. The company announced that it would use the transfer proceeds to repay borrowings and use it as operating funds. It announced that it had acquired 10,000 shares of SVC, a manufacturing and sales company of Woojin industrial valves, and incorporated it as a major subsidiary. Woojin's shareholding ratio was announced that Shinsung Trading CEO Huh Moo-young resigned for personal reasons and changed to Yeom Tae-soon's sole CEO system. Binggrae Company participated in the main bid for the takeover of Woongjin Foods through an inquiry public response report However, he said that he was not selected as a preferred bidder and that as Woongjin Foods was decided to be sold to another company, he decided not to pursue the acquisition of Woongjin Food. As Asia Paper Asia Cement Co., Ltd. was spin-off, the largest shareholder from Asia Cement Co., Ltd. to the holding company Asia Co., Ltd. Announced that the CEO was changed from Hoon-Beom Lee to Gyu-Hwan Ko due to the division of the Asia Cement company. Egon Energy, a subsidiary of Egun Industries, issued a 10 million won worth of discipleship allocation to private equity firms to raise capital for facilities. announced that it has decided New shares issued are Manchuria. Won. Shinsegae Food announced that the company participated in the main bid for the takeover of Woongjin Food, but was excluded from the preferred bidder and decided to sell Woongjin Food to another company. Announced that it has signed a contract to supply semiconductor equipment worth KRW 100 million. This is compared to recent sales. Scale. Araon Tech announced that the Seoul Central District Prosecutors' Office had filed a complaint against Mr. Accordingly, the KOSDAQ market headquarters of the Korea Exchange suspends trading of Araontech until the date of decision on whether or not it is subject to the substantive review of listing eligibility. In a civil litigation against the company, the Seoul Eastern District Court announced that it had won a ruling that it had no obligation to pay. Announcing that the specific details, such as the subject or method of the sale, have not been finalized. After the transfer, the number of shares owned is 10,000, and the ownership ratio is .binex, and it is decided to issue a capital increase of 10,000 shares through the disciple allocation method. The issuance price of new stocks is KRW per share, and the expected listing date of new stocks is the month of the month. All new shares are protected for one year. Dongyang Cement CEO Kim Jong-oh resigned and Lee Sang-hwa took over as the sole representative. Yoo Jae-hee transferred a billion-dollar land and building to Mirae Industry Exjax. Give a gift every day just by downloading it to commemorate the reorganization of the Edaily mobile news app. Smart Economy Broadcasting Edaily Real-time News and Breaking News Mobile News App | Edaily Marketpoint, Korea's best financial information terminal for mobile stock trading traveler experts. Securities Expert Broadcasting E-Daily Customer Service Center | Stock Diagnosis Recommendation New Open Comprehensive Economic Information Media E-Daily Unauthorized reproduction and redistribution prohibited"
281,"A listed company was subjected to market action by the Korea Exchange due to financial insolvency according to the semi-annual report. These stocks are reviewed for the possibility of maintaining listing or are designated as management stocks. As a result of review of this year's semi-annual report by the Korea Exchange in Japan, listed companies such as Shipbuilding & Marine Engineering Pan Ocean Hyundai PNC Borneo Furniture, Hansung Lcomtech Kiryung Terra Resource KPM Tech Taesan LCD Nature Cell DBS I A Yedang Araon Tech Mtek Vision announced that a problem had been found on the KOSDAQ. Terra Resources suffered a large impairment loss, and Kiryung's recent quarterly sales fell below KRW 100 million, causing a reason for reviewing listing eligibility. Hansung Elcomtech and KPMtech had all their capital eroded as of the first half of the year, but their capital erosion rate fell below the level as they improved their financial structures, such as reductions. In consideration of this, the Korea Exchange is planning to determine whether it is subject to a substantive examination of listing qualifications. Shipbuilding & Marine Engineering Taesan LCD was newly designated as a management item due to refusal of a semi-annual review opinion. Shipbuilding & Marine Engineering was also excluded from KOSPI and Shipbuilding Index constituents on the previous day due to designation as a management item. The reason for the stock was added. On the other hand, as equity capital improved, there were some stocks that were released from management or for which the reason was partially resolved. Wise Power was lifted from the management stock, and the reason for the management stock was partially lifted for Orient Precision Co., Ltd. Kiryung IDEN. Woori ETI corrected its quarterly report and escaped from the crisis of delisting. Woori ETI announced on the last day that its recent quarterly sales were less than 100 million won, so trading was suspended, but it was later corrected to 100 million won in sales and trading resumed from today. Did not do it. It was difficult before Lee Seon-jung's revelations of lies. Kim Jong-un's ex-lover Hyun Song-wol public shotgun Hyundai Motor's salary 10,000 won Unjust union truth is a blitz settlement with Leessang renter Lee Se-mi was a shopping host from the end of a legal dispute Reporter Jeong In-ji Reporter's money Real-time news Money Today prohibits unauthorized reproduction and redistribution"
282,"The performance of KOSDAQ-listed companies last quarter was sluggish. The total net profit of KOSDAQ-listed companies was less than KRW trillion. According to the Korea Exchange on the day, the quarterly operating profit of each KOSDAQ-listed company was KRW trillion, lower than the same period last year. decreased. During the same period, the sales amounted to trillions of won. However, net profit did not reach the trillion won mark. The quarterly net profit was 100 million won, compared to last year. It decreased. Tech growth stocks were struggling with losses. The companies affiliated with the technology growth division continued to make losses with an operating loss of 100 million won. Compared to the previous quarter, sales of most industries declined, while sales of entertainment culture and telecommunication and broadcasting service sectors increased slightly. Net profit increased in other services, distribution services, and manufacturing sectors. was estimated to have increased by Rs. Neowiz Games too. The billion-won increase in construction was . recorded an increase of Rs. Conversely, e-tech E&C posted a loss of 100 million won, and DD and Comz continued to lose 100 million won. Tera resource, which is the subject of substantive review, and Dongyang Cement, a management item, Ssangyong E&C Araon Tech IDEN IA Mtek Vision Oriental Precision UB Precision KPM Tech Taesan LCD Hansung Companies such as Elcomtech were excluded from the analysis. Reporter Lee Min-ha of Hankyung.com .Bakkak Automated Stock Trading Program appeared at the fair The habit of using it as a villa and receiving profits from banks"
283,"The following are the main announcements released after the close of the trading day. In response to the exchange's request for disclosure regarding reports on the sale of domestic and foreign terminal stakes, Hanjin Shipping is considering various possibilities such as the sale of domestic and foreign terminal stakes as a way to improve its financial structure. Quarterly sales compared to the same period last year. announced an increase of Rs. Operating profit and net profit were . and . It was counted as a decrease of 100 million won. Dongyang announced that the Seoul Central District Court decided to start the rehabilitation procedure from the next day and that the rehabilitation procedure is currently in progress. The company explained that it will be decided whether and when to sell the ready-mixed concrete home appliance business through approval of the future rehabilitation plan. KOSDAQ Market Korea Exchange KOSDAQ Market Headquarters announced that Araontech has been subject to a substantive review of listing eligibility as a result of reviewing the possibility of delisting. The exercise price is in KRW, and the exercise amount is 100 million won. SNC Engine Group Limited said that nothing has been confirmed so far on the news about the acquisition of an agricultural machinery company, but it has been working on various cooperative measures such as business alliances and acquisitions with Korean agricultural machinery companies. They answered that they were interested in doing market research and searching for related companies. Jinyang Pharmaceutical announced that it had decided to dispose of Manchuria of common stock. The expected disposal amount is 10,000 won. Everdigm's quarterly sales were in the billions of won, compared to the same period last year. declared to have increased. Operating profit in billions of dollars. increased, and net income increased to Rs. DK Lock recorded quarterly sales of KRW 100 million, . declared to have increased. Operating profit in billions of dollars. decreased, and net profit was Rs. decreased.."
284,"It has a higher operating profit rate than competitors such as Humax, Gaon Media, and the set-top box market continues to grow, changing the paradigm from analog to digital Internet-connected broadcasting and home networking broadcasting. It is not a saturated market, but a growing market. At a press conference held in Yeouido, Seoul, DMT President Hee-gi Lee explained about the market environment in which DMT entered the market. As a professional manufacturer of set-top boxes, it is the first Korean company to supply set-top boxes to US cable broadcasting company Comcast. Comcast is the largest cable broadcasting company in the United States with 10,000 subscribers and has channels such as Universal Studios. It was established last year and has grown dramatically as it signed a contract to supply set-top boxes with Skylife the following year. Taking advantage of this growth trend, the company laid the foundation for overseas market entry, such as establishing an American subsidiary in Los Angeles in the same year. In particular, it is targeting North and South American markets, supplying about half of its exports, and expanding exports to Europe, Asia and the Middle East. . It is explained that the goal is to supply more than 10,000 sets of set-top boxes to the US cable market alone next year. President Lee said that Comcast's influence, the top company in the US cable market, is absolute. He said that the possibility of choosing a set-top box is very high. In terms of profitability, it is also at a higher level than its competitors. As of the first half of this year, the operating profit margin recorded . The gross profit margin also reached . The public offering price is confirmed through demand forecasting from the first of this month to the first, and the subscription is conducted for two days from the first of this month. The representative organizer is Hana Daetoo Securities, and the expected listing date is this month."
