,0
10,"The Bell|This article was published in the capital market media Money Today on Monday. SComtech, a KOSDAQ listed company, withdrew its plan to enter the broadcasting business through the acquisition of NTV. This is because the contract was canceled because the largest shareholder of SSC and NTV failed to close their position after the signing of the stock transfer contract. Its stake is valued at approximately KRW 100 million. Last month, CEO Myung-Jun Ko, the largest shareholder, carried out a capital increase at par, but within just a month, he decided to purchase the stock at a price of 10,000 won per share, which is twice as high. However, CEO Myung-Jun Ko, the largest shareholder, requested a cash payment instead, and the contract was eventually terminated as it was unable to fulfill it. It was announced that the issuance was completed on the last day of last month, but it has to be canceled again. is a new broadcasting company established with a capital of 100 million won on Monday of last year and is located in Gwanggyo Business Center, Yeongtong-gu, Suwon-si, Gyeonggi-do. Based on a real-time streaming service, content is provided through screens or tablet smartphones. An official said that SComtech was working to normalize its business, saying that it had canceled the stake sale contract because it did not properly fulfill the contract. .Meanwhile, SComtech received a rejection of opinion at the audit in the first half of this year. Samjong Accounting Firm, a designated auditor, did not express an opinion because it was unable to clearly grasp the special matters such as the recoverability of the going concern assets, the adequacy of the account classification, the completeness of contingent liabilities, and related party transactions. Today's unauthorized reproduction and redistribution prohibited"
11,"The day closed with a rising dog and a falling dog flat. As a stock that rose, S Comtech . right hand. Daeshin Information and Communication. etc. is an article produced in real time by a robot reporter in collaboration between Thinkpool, a securities company, and Financial News. Unauthorized redistribution prohibited"
12,S Comtech announced that it would exercise the right to request for conversion to work. This corresponds to the total number of issued shares. Reporter Park Sang-bin .. Real-time news that shows the money of the copyright holder Money Today Prohibition of unauthorized reproduction and redistribution
13,SComtech announced on the day that Samjong Accounting Corporation rejected the audit opinion for the semi-annual report on the grounds that it failed to carry out the review process for the assumption of asset recoverability going-on business. Reporter Shin Hee-eun .. Do not redistribute
14,"SComtech's stock price is plummeting on the news of the postponement of the rights offering. As of the morning of the morning, it is trading at won, down from the previous day. SComtech announced that it would change the payment date of the paid-in capital increase in the amount of KRW 100 million to the date of the next month, one month after the scheduled date, through a public announcement after the market close the previous day. have. This time, the payment was not made again, so the stock price is plummeting as the paid-in capital increase schedule is delayed. Reporter Seon-mi Park .. Reconstruction of major issues Image file Card News Asian economy alliance Free private license acquisition event A window to see the world An eye to the economy Asian economy Unauthorized reproduction and distribution prohibited"
15,"Signing an investment confirmation letter with Hong Kong SComtech announced that it had signed an investment confirmation letter with Hong Kong to secure the financial resources needed to advance into the roll-to-roll electronic printing business. While taking over, it announced that it would enter the flexible display business using roll-to-roll electronic printing equipment. This technology enables mass production by printing various electronic materials such as electronic circuits, sensor display electronic parts, etc. on flexible paper or film. Although the global roll-to-roll equipment market is worth trillions of won in Korea, most Japanese equipment is used. In the domestic market, the proportion of domestic equipment is only .Scomtech ordered ultra-precision roll-to-roll atomic layer deposition equipment from a partner for mass production of barrier films. Using this facility, it is possible to produce packaging materials as well as organic light emitting diode semiconductor chips, organic solar cells, organic semiconductors, and medical products. When the procedure is complete, it is disclosed and emphasized that it will reward shareholders with improved performance. Lee Jae-ho will be pushed back if it is late. This person's trade secret Seolleongtang will generate annual sales of 100 million won Pro surfer Embarrassing optical illusion Comprehensive economic information media E-Daily Unauthorized reproduction and redistribution ban"
16,서울뉴시스 에스에스컴텍 자회사 케이스타폰와 협력사 한류스타폰기술개발 법인 등기 모습. 케이스타폰과 한류스타폰 모두 자본금 만원에 설립됐다. 두 회사는 다른 시점에 설립됐지만 사업목적 역시 동일하다.서울뉴시스 한상연 기자 최예린 기자 류은혁 인턴기자  에스에스컴텍이 자회사 및 중국 레노버그룹과 공동 추진했다가 접었던  김수현폰 사업을 페이퍼컴퍼니를 내세워 재추진하고 있다는 의혹이 제기됐다.에스에스컴텍은 해당 회사를 협력사라고 주장하고 있다. 하지만 한류스타폰개발기술이라는 이 협력사가 자본금 만원으로 설립된 점 또 회사 대표가 에스에스컴텍 자회사 대표와 동일인이라는 점이 밝혀지면서 이 같은 의심을 받고 있다.자회사 대표를 이름 뿐인 협력사 대표에 앉혀 놓고 거래내역 공개 등 회계 상의 문제를 피해 가려는 것 아니냐는 지적이 제기될 수 있는 대목이기도 하다.에스에스컴텍은 지난 일 보도자료를 통해 한류스타폰이 레노버 스마트폰 자회사인 북경신기공장과기유한공사와 배우 김수현 초상권 퍼블리시티 계약을 마무리 짓고  김수현폰 사업을 새롭게 시작한다고 밝혔다.에스에스컴텍은 지난해 말  자회사 케이스타폰과 똑같은 내용의 사업을 추진한 바 있다. 당시 김수현 초상권 관련 계약금 미지급 문제 크리스마스를 겨냥해 계획된 중국 현지 이벤트의 안전상 우려 등으로 김수현폰 출시가 무산됐는데 이번에 한류스타폰과 이 사업의 재추진에 들어간 것이다.그러나 한류스타폰은 현재 회사 실체가 파악되지 않고 있다. 또 앞서 사업을 진행했던 케이스타폰과의 인적 교류 흔적까지 발견되며 페이퍼컴퍼니가 아니냐는 의혹을 받고 있다.페이퍼컴퍼니란 물리적 실체가 없는 서류상의 회사로 대개 조세 회피 등의 목적으로 설립되는 경우가 적지 않아 세무당국의 집중 감시 대상이 된다.한류스타폰은 법인등기상 지난 월일 서울 관악구 봉천동 한 상가에 자본금 만원에 설립된 것으로 나타나 있다.그러나 회사가 위치해 있는 것으로 기재된 해당 상가 부동산 관계자는 그런 회사가 들어왔었다는 얘기를 들어본 적이 없다며 실체를 부인했다.인적 구성에도 페이퍼 컴퍼니로 의심가는 지점이 발견된다.에스에스컴텍은 지난해 월 이상숙씨가 대표로 있던 케이스타폰을 만원에 인수했고 그달 말 에스에스컴텍 전재석 대표와 연광모씨가 케이스타폰 공동대표로 취임했다.케이스타폰에 있던 이 전 대표는 법인등기상 월 설립된 한류스타폰의 사내이사로 등재돼 있고 현재는 케이스타폰 연 대표가 한류스타폰의 대표를 겸직하고 있는 것으로 밝혀졌다.에스에스컴텍 관계자도 케이스타폰과 한류스타폰의 대표이사가 동일 인물인 것으로 알고 있다고 이를 인정했다.아울러 법인등기상 케이스타폰과 한류스타폰의 사업목적이 완벽히 동일하다는 점도 함께 드러났다.서울뉴시스에스에스컴텍의 지난해 월 케이스타폰 인수 결정 공시. 공시상에는 현재 한류스타폰개발기술 사내이사로 등재돼 있는 이상숙씨까 대표이사로 나타나 있다.한 법률 전문가는 우리나라의 경우 실질과세를 하기에 일반적으로 국내에 페이퍼컴퍼니를 세우는 데 이점이 없다면서도 역외 탈세를 위해 해외에 세우는 페이퍼컴퍼니와 이번 같은 경우가 똑같다고 볼 수는 없지만 여러 정황을 봤을 때 비슷한 측면이 있다고 말했다.에스에스컴텍에 따르면 김수현 폰 판매시 레노버 그룹 스마트폰 부문 자회사 북경신기공장과기로부터 대당 위안의 수수료 수입이 발생하게 된다. 이 중 에스에스컴텍이 만원을 갖고 나머지는 한류스타폰이 가져가게 된다.에스에스컴텍은 이 사업으로 총 억원의 순이익을 낼 수 있을 것으로 내다보고 있다.에스에스컴텍은 연결기준 년 억원 년 억원 등 년 연속 순손실을 기록하며 지난해 기준 결손금이 억원을 넘어서는 등 재무구조가 크게 악화된 상태다.문제는 자회사 케이스타폰 실적은 에스에스컴텍 연결 재무제표에 반영되는 반면 지분관계가 없는 협력사 형태인 한류스타폰의 실적은 확인이 안 될 가능성이 크다는 점이다.현재 한류스타폰이 에스에스컴텍의 페이퍼컴퍼니로 의혹을 사고 있는 만큼 신규자금이 향후 어떤 식으로 활용될지 장담할 수 없어 이같은 방식을 택한 데는 다른 의도가 있는 것 아니냐는 지적도 나온다.익명을 요구한 연구기관 전문가는 같은 사업을 추진했던 자회사를 두고 실체가 모호한 또 다른 협력사를 통해 사업을 진행하는 것은 다른 의도가 있을 가능성이 높아 보인다며 굳이 그런 게 아니라면 이런 형태로 거래를 할 필요가 없지 않겠느냐고 말했다.그러나 에스에스컴텍 측은 에스에스컴택 전재석 대표와 레노버 측 대표가 서로 아는 사이라며 둘의 관계로 인해 이번 사업이 성사된 것이라고 설명했다.그러면서도 한류스타폰 측 연락처를 문의하자 양측 경영진 사이에서 비밀리에 진행하는 사업이기에 알려줄 수가 없다고 거절했다.... 세상에 이런일이  동성애 남성에 수면제 탄 음료수 먹이고 오늘의 핫 포토  현실엔 이런 여자 없나요중국 미녀 로봇 화제 뉴시스 뉴스 이젠 네이버 뉴스 스탠드에서도 만나세요 손 안에서 보는 세상 모바일 뉴시스저작권자 공감언론 뉴시스통신사. 무단전재재배포 금지.
17,"The Bell|This article was published in the capital market media Money Today on Monday. SComtech, a KOSDAQ listed company, enters the broadcasting business through its subsidiaries. To this end, it took over the shares and management rights of NTV, which was established last month, for KRW 100 million. The purchase price was replaced by issuance of convertible bonds. Instead of taking over the stake held by CEO Myung-Jun Ko, the largest shareholder, it has decided to hand over the 100 million won issued by S. CEO Myung-Jun Koh has an opportunity to recover his investment by changing unlisted company stocks to listed stocks. The conversion right can be exercised after one year, and the conversion price is KRW per share. is a new broadcasting company established on the 1st of last year with a capital of KRW 100 million and is located in Gwanggyo Business Center, Yeongtong-gu, Suwon-si, Gyeonggi-do. Based on the real-time streaming service, we are supplying content to screens and tablet smartphones. We have already estimated the value of the stake in the early stage of the business at approximately KRW 100 million. Last month, CEO Myung-Jun Ko, the largest shareholder, carried out a capital increase at par, but in less than a month, he acquired the stock at a price of 10,000 won per share, which is twice as high. He announced that he plans to move on to a cultural service business such as broadcasting contents. Reporter Donghee Kim, real-time news that shows money Money Today Prohibition of unauthorized reproduction and redistribution"
18,"S Comtech announced on the morning of the coming Monday that it would convene an extraordinary general meeting of shareholders at its headquarters in Samseong-myeon, Eumseong-gun, Chungcheongbuk-do. Major agenda items at the general meeting of shareholders include amendment of the articles of incorporation and the appointment of directors. S Comtech also announced that it plans to close the shareholder list between the following months prior to the general meeting of shareholders. prohibition"
19,"The Bell | This article was published in the capital market media Money Today on Monday. K Star Phone, a subsidiary of S Comtech, has successfully promoted Kim Soo-hyun's Star Phone and is now entering the Chinese Star Phone business in earnest. According to the Japanese industry, K Star Phone, in collaboration with Hallyu Star Phone Development Technology Co., Ltd., made reservations for Kim Soo-hyun's star phone with the theme of Hallyu star Kim Soo-hyun in China. Beijing Shinki Factory Technology Co., Ltd., a subsidiary of Lenovo's smartphone division in China, also participated. Pre-orders for Kim Soo-hyun's Star Phone started last month on the Chinese online commerce site Jingdong and were sold out in minutes. Afterwards, the official Starphone launch event and performance were held in Beijing, China, increasing the speed of Starphone marketing. From the next day, it is scheduled to start selling products online in China. This Star Phone provides photos and news related to Kim Soo-hyun's voice through an application installed in the Star Phone. It is noteworthy that it is the first Hallyu star theme phone that realizes the combination of smartphones and contents. SComtech plans to focus on new businesses through a cooperative relationship with Leover. It is known that manpower adjustment for new business has been completed, such as restructuring last year. It is an interpretation of creating a new growth engine through synergy between the existing business and the new business. Jeon Jae-seok, CEO of S Comtech, said that he is satisfied with the completion of the star phone business planned for last year by Kim Soo-hyun, and that he is planning a new business with Lenovo in China in the future. In the future, Hallyu Star Phone Development Technology Co., Ltd. plans to develop into a technology company that provides culture in the mobile area by specializing in the development of mobile contents for Hallyu stars. S Comtech completed investment in Hallyu star phone development technology and finished supporting events such as promotion."
20,"Stocks are falling on the news that S S Comtech is delinquent on the principal and interest of a loan of 100 million won. It is being traded at the lowered Won. On this morning, SComtech announced that the loan principal and interest had been delinquent due to lack of liquidity. The principal and interest of the loan is equivalent to . ."
21,"S Comtech announced on the day that it has decided to exercise the right to claim conversion for 10,000 shares of non-guaranteed private placement convertible bonds. The conversion price is worth a total of billions of won per share. Reporter Lim On-yu .. Hearing from His Majesty the Emperor Live Testimony On a rainy day, Gamjajeon Gamjajeon A window to see the truth of the subway minutes An eye to see the economy The distribution of unauthorized reproductions of the Asian economy is prohibited."
22,"S Comtech announced on the day that it had exercised a claim for conversion of unsecured private placement convertible bonds worth 100 million won. The conversion price was in KRW, and the expected listing date is Monday. Reporter Han Jin-joo .. Hear from His Majesty the Emperor Live Testimony Taste of Memories Tonkatsu Dad's Bath Lies Window to the World An Eye to Seeing the Economy The Asian economy is prohibited from distributing without permission."
23,"SComtech is strong on the news of issuance of convertible bonds to raise working capital. It is trading at the right-hand won. SComtech announced on the previous day that it would issue 100 million won worth of bearer type, non-guaranteed private placement bonds for Nam Ji-won."
